problem_id,year,code,question,title,statement,methods,source_type,solution_path,result_path,report_path,artifact_path
2022-A,2022,A,q01,两类骑手与不同性别的功率 profile,Define the power profiles of two types of riders. One rider should be a time trial specialist and the other a different type. Consider profiles of riders of different genders.,用 critical-power + W prime 曲线定义 time trial specialist 与 climber-puncheur，并给出男女 profile、CdA、质量和能量预算。,official_statement_parameters,question_solutions/2022/A/q01/solution.py,question_results/2022/A/q01/result.json,question_reports/2022/A/q01/report.md,question_artifacts/2022/A/q01/rider_power_profiles.csv
2022-A,2022,A,q02,东京、弗兰德斯和自定义计时赛路线功率策略,"Apply your model to the 2021 Olympic Time Trial course in Tokyo, the 2021 UCI World Championship time trial course in Flanders, and a course of your own design with at least four sharp turns and a nontrivial grade.",把官方列名路线和自定义技术环线拆成坡度、转弯、风暴露段，按空气阻力、滚阻、坡度和能量预算逐段求目标功率与用时。,official_statement_parameters,question_solutions/2022/A/q02/solution.py,question_results/2022/A/q02/result.json,question_reports/2022/A/q02/report.md,question_artifacts/2022/A/q02/course_strategy_results.csv
2022-A,2022,A,q03,天气条件对赛果的敏感性,"Determine the potential impact of weather conditions, including wind directions and wind strengths, to determine how sensitive your results are for small differences in the weather and environment.",在同一逐段功率计划下枚举顺风、静风和逆风，把风速按赛段暴露系数折算到空气阻力项，输出完赛时间变化。,official_statement_parameters,question_solutions/2022/A/q03/solution.py,question_results/2022/A/q03/result.json,question_reports/2022/A/q03/report.md,question_artifacts/2022/A/q03/weather_sensitivity.csv
2022-A,2022,A,q04,偏离目标功率分布的敏感性与 split 区间,Determine how sensitive the results are to rider deviations from the target power distribution and provide expected split-time ranges at key parts of a course.,对指导案例进行 ±4%/±8% 目标功率扰动，比较完赛时间、能量余量和高功率负荷，形成 Directeur Sportif 可用 split 容忍带。,official_statement_parameters,question_solutions/2022/A/q04/solution.py,question_results/2022/A/q04/result.json,question_reports/2022/A/q04/report.md,question_artifacts/2022/A/q04/target_power_deviation.csv
2022-A,2022,A,q05,六人团队计时赛扩展与 Directeur Sportif 指导,Discuss how to extend your model to a six-rider team time trial where the team time is determined when the fourth rider crosses the finish line. Write a two-page rider's race guidance for a Directeur Sportif.,把个人功率 profile 扩展为六人拉扯分工，第 4 名过线作为目标；同时输出面向 Directeur Sportif 的非技术比赛指导。,official_statement_parameters,question_solutions/2022/A/q05/solution.py,question_results/2022/A/q05/result.json,question_reports/2022/A/q05/report.md,question_artifacts/2022/A/q05/power_course_frontier.png
2022-B,2022,B,q01,Powell-Mead 串联系统与水库高度-库容模型,The operations of Glen Canyon Dam (Lake Powell) and Hoover Dam (Lake Mead) should be closely coordinated because Powell outflows supply part of Mead input.,把 Powell 和 Mead 作为串联系统，用题面要求的水位-库容关系估算可规划库容、净入流、推荐释放量和水电产出。,official_statement_parameters,question_solutions/2022/B/q01/solution.py,question_results/2022/B/q01/result.json,question_reports/2022/B/q01/report.md,question_artifacts/2022/B/q01/reservoir_allocation_plan.csv
2022-B,2022,B,q02,五州农业、工业、居民用水和电力分配,"Determine a suitable allocation of water and electricity to agriculture, industry, and residences in AZ, CA, WY, NM, and CO.",建立五州三部门透明需求表；先保留 Mexico/Gulf flow，再按居民、工业、农业优先级和公平权重分配余水。,official_statement_parameters,question_solutions/2022/B/q02/solution.py,question_results/2022/B/q02/result.json,question_reports/2022/B/q02/report.md,question_artifacts/2022/B/q02/state_sector_allocations.csv
2022-B,2022,B,q03,固定供需条件下的坝体放水与重算频率,"When Lake Mead is M and Lake Powell is P, how much water should be drawn from each lake to meet stated demands? Recommend how often the model should be re-run.",在给定 Powell/Mead 水位下输出两坝推荐释放量、州部门分配、需求缺口和每 3 个月重算规则。,official_statement_parameters,question_solutions/2022/B/q03/solution.py,question_results/2022/B/q03/result.json,question_reports/2022/B/q03/report.md,question_artifacts/2022/B/q03/reservoir_allocation_plan.csv
2022-B,2022,B,q04,Mexico 权利与加利福尼亚湾入海流量,Mexico has claims on residual water. Address Mexico's rights and how much water should flow into the Gulf of California after allocations.,把 Mexico 最小流和 Gulf 生态流写成显式约束，在州部门分配前保护，除非居民最低服务触发紧急重算。,official_statement_parameters,question_solutions/2022/B/q04/solution.py,question_results/2022/B/q04/result.json,question_reports/2022/B/q04/report.md,question_artifacts/2022/B/q04/state_sector_allocations.csv
2022-B,2022,B,q05,无新增来水时的可持续年限与补水需求,"If no additional water is supplied and demands are fixed, how long will it take before demands are not met? How much additional water must be supplied over time?",枚举供给 100% 到 42% 的短缺情景，按可规划库容和年缺口估计需求不满足时间和补水量。,official_statement_parameters,question_solutions/2022/B/q05/solution.py,question_results/2022/B/q05/result.json,question_reports/2022/B/q05/report.md,question_artifacts/2022/B/q05/shortage_response_scenarios.csv
2022-B,2022,B,q06,解决水资源与水电竞争利益的标准,Recommend the best means to resolve competing interests of water availability and electricity production. Explicitly state the criteria.,列出不使用历史协议/政治权力、居民最低服务、Mexico/Gulf 保护、部门公平权重和水电替代触发的数学标准。,official_statement_parameters,question_solutions/2022/B/q06/solution.py,question_results/2022/B/q06/result.json,question_reports/2022/B/q06/report.md,question_artifacts/2022/B/q06/state_sector_allocations.csv
2022-B,2022,B,q07,不足以满足全部水和电需求时的策略,Use your model to address what should be done if there is not enough water to meet all water and electricity demands.,触发短缺协议：居民优先、农业/工业分摊缺口、Mexico flow 保护、水电缺口用可再生替代和需求响应处理。,official_statement_parameters,question_solutions/2022/B/q07/solution.py,question_results/2022/B/q07/result.json,question_reports/2022/B/q07/report.md,question_artifacts/2022/B/q07/shortage_response_scenarios.csv
2022-B,2022,B,q08,需求变化、可再生能源和节水节电影响,"What happens when demand changes over time, renewable technologies increase, and additional water and electricity conservation measures are implemented?",在同一分配规则下重跑人口/产业增长、收缩、可再生能源占比提高、节水节电和组合情景。,official_statement_parameters,question_solutions/2022/B/q08/solution.py,question_results/2022/B/q08/result.json,question_reports/2022/B/q08/report.md,question_artifacts/2022/B/q08/demand_change_scenarios.csv
2022-B,2022,B,q09,Drought and Thirst 杂志文章,Prepare a one- to two-page article of your findings suitable for publication in Drought and Thirst magazine.,把串联系统、透明分配标准、Mexico/Gulf flow、短缺触发和季度重算写成面向美国西南水基础设施经理的文章。,official_statement_parameters,question_solutions/2022/B/q09/solution.py,question_results/2022/B/q09/result.json,question_reports/2022/B/q09/report.md,question_artifacts/2022/B/q09/reservoir_allocation_frontier.png
2022-C,2022,C,q01,仅用历史价格的每日交易策略,Develop a model that gives the best daily trading strategy based only on price data up to that day. How much is the initial $1000 investment worth on 9/10/2021 using your model and strategy?,"读取 COMAP 官方 LBMA-GOLD.csv 与 BCHAIN-MKPRU.csv，构建 `[cash, gold_oz, bitcoin]` 投资组合模拟器；候选策略只使用截至当日价格，按手续费和交易日约束回测。",official_comap_csv,question_solutions/2022/C/q01/solution.py,question_results/2022/C/q01/result.json,question_reports/2022/C/q01/report.md,question_artifacts/2022/C/q01/portfolio_value_curve.png
2022-C,2022,C,q02,策略最优性的证据与基准比较,Present evidence that your model provides the best strategy.,在现金、黄金买入持有、比特币买入持有、等权再平衡、60/180 日动量等透明因果候选规则中比较最终价值、收益率、最大回撤和交易次数。,official_comap_csv,question_solutions/2022/C/q02/solution.py,question_results/2022/C/q02/result.json,question_reports/2022/C/q02/report.md,question_artifacts/2022/C/q02/strategy_comparison.csv
2022-C,2022,C,q03,交易成本敏感性,Determine how sensitive the strategy is to transaction costs. How do transaction costs affect the strategy and results?,保持官方黄金手续费 1% 基线，枚举比特币手续费 0%-12%，重新运行同一因果策略并输出最终价值、收益率和交易次数。,official_comap_csv,question_solutions/2022/C/q03/solution.py,question_results/2022/C/q03/result.json,question_reports/2022/C/q03/report.md,question_artifacts/2022/C/q03/transaction_cost_sensitivity.csv
2022-C,2022,C,q04,给交易员的两页以内备忘录,"Communicate your strategy, model, and results to the trader in a memorandum of at most two pages.",把官方数据来源、交易日限制、佣金、候选策略排名、最终价值和手续费敏感性整理成交易员可读 memo。,official_comap_csv,question_solutions/2022/C/q04/solution.py,question_results/2022/C/q04/result.json,question_reports/2022/C/q04/report.md,question_artifacts/2022/C/q04/daily_trades.csv
2022-P01,2022,P01,q01,ICM Corporation 当前 D&A 成熟度指标,"A metric to measure the current D&A system maturity level for ICM Corporation, including KPIs for D&A people, technologies, and processes.",将官方题面的人、技术、流程三组成转成 1-5 级成熟度 rubric，按 KPI 重要度和组件权重计算当前成熟度。,official_statement_parameters,question_solutions/2022/P01/q01/solution.py,question_results/2022/P01/q01/result.json,question_reports/2022/P01/q01/report.md,question_artifacts/2022/P01/q01/maturity_component_scores.csv
2022-P01,2022,P01,q02,优化 D&A 能力的系统变更建议,"After ICM Corporation uses your model to determine its current D&A maturity level, demonstrate how it could recommend changes to maximize data asset potential.",按最大加权缺口生成 0-24 个月路线图，包括数据 owner、catalog/lineage、质量流程、客户仪表盘和模型监控。,official_statement_parameters,question_solutions/2022/P01/q02/solution.py,question_results/2022/P01/q02/result.json,question_reports/2022/P01/q02/report.md,question_artifacts/2022/P01/q02/improvement_roadmap.csv
2022-P01,2022,P01,q03,效果衡量协议与大小港口/卡车公司迁移,"Suggest effectiveness protocols, demonstrate larger or smaller seaport use, and analyze whether a trucking company could use the maturity metric.",保留相同成熟度刻度，将港口规模复杂度、客户可见性需求和卡车调度/遥测/交付证明数据替换为迁移参数。,official_statement_parameters,question_solutions/2022/P01/q03/solution.py,question_results/2022/P01/q03/result.json,question_reports/2022/P01/q03/report.md,question_artifacts/2022/P01/q03/port_scaling_scenarios.csv
2022-P01,2022,P01,q04,面向港口用户的客户信,Write a one-page letter to ICM Corporation's customers (the port users) outlining proposed measurement methods and instilling confidence in ICM Corporation's D&A system.,把成熟度指标、质量检查、访问控制、客户可见仪表盘和卡车伙伴共享标准压缩成 port users 可读客户信。,official_statement_parameters,question_solutions/2022/P01/q04/solution.py,question_results/2022/P01/q04/result.json,question_reports/2022/P01/q04/report.md,question_artifacts/2022/P01/q04/maturity_radar.png
2022-E,2022,E,q01,森林与林产品 100 年碳封存模型,Develop a carbon sequestration model to determine how much carbon dioxide a forest and its products can be expected to sequester over time.,按官方题面 100 年评估要求，建立活树、土壤、长中短寿命林产品和替代信用的逐年确定性碳账户。,official_statement_parameters,question_solutions/2022/E/q01/solution.py,question_results/2022/E/q01/result.json,question_reports/2022/E/q01/report.md,question_artifacts/2022/E/q01/carbon_stock_trajectories.csv
2022-E,2022,E,q02,最有利于固碳的森林管理计划,Your model should determine what forest management plan is most effective at sequestering carbon dioxide.,比较不采伐、60 年择伐、50 年延长轮伐、40 年现行轮伐和 30 年短轮伐的 100 年 CO2e 存量。,official_statement_parameters,question_solutions/2022/E/q02/solution.py,question_results/2022/E/q02/result.json,question_reports/2022/E/q02/report.md,question_artifacts/2022/E/q02/management_plan_scores.csv
2022-E,2022,E,q03,兼顾社会价值的森林利用决策模型,"Develop a decision model to inform forest managers of the best use of a forest, balancing the various ways that forests are valued.",将碳封存、生物多样性、游憩、文化价值和林产品需求写入透明加权评分，并保留权重审计。,official_statement_parameters,question_solutions/2022/E/q03/solution.py,question_results/2022/E/q03/result.json,question_reports/2022/E/q03/report.md,question_artifacts/2022/E/q03/management_plan_scores.csv
2022-E,2022,E,q04,决策模型可能建议的管理计划谱系,What is the spectrum of management plans that your decision model may suggest?,输出 no harvest、selective 60-year、extended 50-year、current 40-year、short 30-year 五类透明方案及适用条件。,official_statement_parameters,question_solutions/2022/E/q04/solution.py,question_results/2022/E/q04/result.json,question_reports/2022/E/q04/report.md,question_artifacts/2022/E/q04/management_plan_scores.csv
2022-E,2022,E,q05,导致森林不被砍伐的条件,Are there any conditions which would result in a forest that should be left uncut?,用高生物多样性敏感度、低产品需求和 no-harvest 决策得分阈值识别保留不采伐条件。,official_statement_parameters,question_solutions/2022/E/q05/solution.py,question_results/2022/E/q05/result.json,question_reports/2022/E/q05/report.md,question_artifacts/2022/E/q05/forest_application_results.csv
2022-E,2022,E,q06,管理计划之间的过渡点,Are there transition points between management plans that apply to all forests? How are characteristics about a specific forest and its location used to determine transition points?,比较不采伐与最佳采伐方案的 CO2e 差距和社会得分差距，形成每类森林的过渡规则。,official_statement_parameters,question_solutions/2022/E/q06/solution.py,question_results/2022/E/q06/result.json,question_reports/2022/E/q06/report.md,question_artifacts/2022/E/q06/management_plan_scores.csv
2022-E,2022,E,q07,应用于多种森林,Apply your models to various forests.,将同一碳账户和社会决策模型应用于温带混交林、松木生产林、老龄针叶林和干旱内陆松林。,official_statement_parameters,question_solutions/2022/E/q07/solution.py,question_results/2022/E/q07/result.json,question_reports/2022/E/q07/report.md,question_artifacts/2022/E/q07/forest_application_results.csv
2022-E,2022,E,q08,识别建议纳入采伐的森林并计算 100 年固碳,Identify a forest that your decision model would suggest the inclusion of harvesting in its management plan. How much carbon dioxide will this forest and its products sequester over 100 years?,选择社会得分最高且包含采伐的森林案例，报告 100 年活树、土壤、产品和替代信用 CO2e。,official_statement_parameters,question_solutions/2022/E/q08/solution.py,question_results/2022/E/q08/result.json,question_reports/2022/E/q08/report.md,question_artifacts/2022/E/q08/forest_application_results.csv
2022-E,2022,E,q09,推荐森林管理计划及理由,What forest management plan should be used for this forest? Why is this the best approach?,用 100 年 CO2e、林产品需求、生物多样性敏感度和社会得分解释推荐方案。,official_statement_parameters,question_solutions/2022/E/q09/solution.py,question_results/2022/E/q09/result.json,question_reports/2022/E/q09/report.md,question_artifacts/2022/E/q09/management_tradeoff_frontier.png
2022-E,2022,E,q10,从现行时间线过渡到延长 10 年的采伐间隔,Suppose the best management plan includes a time between harvests that is 10 years longer than current practices in the forest. Discuss a transition strategy.,把 40 年现行间隔逐步过渡到 50 年目标间隔，列出库存基线、合同缓冲、长寿命产品转向和社区阈值。,official_statement_parameters,question_solutions/2022/E/q10/solution.py,question_results/2022/E/q10/result.json,question_reports/2022/E/q10/report.md,question_artifacts/2022/E/q10/transition_schedule.csv
2022-E,2022,E,q11,面向当地社区的非技术报纸文章,Write a one- to two-page non-technical newspaper article explaining why your analysis identified including harvesting in the management of this forest rather than it being left untouched.,把碳账户、森林差异、为什么不是所有森林都砍伐、以及渐进式过渡写成社区可读说明。,official_statement_parameters,question_solutions/2022/E/q11/solution.py,question_results/2022/E/q11/result.json,question_reports/2022/E/q11/report.md,question_artifacts/2022/E/q11/management_tradeoff_frontier.png
2022-F,2022,F,q01,外层空间条约承诺与全球公平定义,"What is global equity, and how might we measure it?",将 Outer Space Treaty 的 benefit of all countries 原则转为 benefit_sharing、participation、technology_transfer、governance_voice、risk burden、peaceful use 六维公平指标。对应模型：多指标评价、政策指标体系。,official_statement_parameters,question_solutions/2022/F/q01/solution.py,question_results/2022/F/q01/result.json,question_reports/2022/F/q01/report.md,question_artifacts/2022/F/q01/equity_metric_components.csv
2022-F,2022,F,q02,小行星采矿未来愿景及公平影响,"What might asteroid mining look like in the future, and how might asteroid mining impact global equity?",比较 private first mover、state-led blocs、UN licensed benefit sharing、open science coalition 四种未来愿景，计算公平、可行性和条约对齐得分。,official_statement_parameters,question_solutions/2022/F/q02/solution.py,question_results/2022/F/q02/result.json,question_reports/2022/F/q02/report.md,question_artifacts/2022/F/q02/asteroid_mining_scenarios.csv
2022-F,2022,F,q03,影响公平结果的关键因素,"What are the factors that influence that impact, and how?",显式记录资金门槛、治理开放度、收益分配、开放科学、风险控制和和平使用等因素如何进入公平模型。,official_statement_parameters,question_solutions/2022/F/q03/solution.py,question_results/2022/F/q03/result.json,question_reports/2022/F/q03/report.md,question_artifacts/2022/F/q03/asteroid_mining_scenarios.csv
2022-F,2022,F,q04,UN 可提出的公平增强政策,What policies could the United Nations propose to increase global equity in a future with asteroid mining?,形成 UN license registry、global benefit-sharing fund、technology access pool、liability bond、non-appropriation review 五项政策包。,official_statement_parameters,question_solutions/2022/F/q04/solution.py,question_results/2022/F/q04/result.json,question_reports/2022/F/q04/report.md,question_artifacts/2022/F/q04/un_policy_package.csv
2022-F,2022,F,q05,全球公平指标验证逻辑,Use your definition to develop a model that allows you to measure global equity. Validate your model; this might involve historical and/or regional analyses.,用 Outer Space Treaty、ISS/卫星接入、排他特许经营三类历史/制度基准检验指标方向是否合理。,official_statement_parameters,question_solutions/2022/F/q05/solution.py,question_results/2022/F/q05/result.json,question_reports/2022/F/q05/report.md,question_artifacts/2022/F/q05/equity_metric_components.csv
2022-F,2022,F,q06,未来小行星采矿部门的可能结构,"Present, describe, and justify one likely vision for the future of asteroid mining.",推荐 open science public-private coalition 或 UN licensed benefit-sharing regime，并说明技术可行、资本可得和条约对齐之间的权衡。,official_statement_parameters,question_solutions/2022/F/q06/solution.py,question_results/2022/F/q06/result.json,question_reports/2022/F/q06/report.md,question_artifacts/2022/F/q06/space_equity_frontier.png
2022-F,2022,F,q07,条件变化对全球公平的敏感性,How do changes in the conditions that you selected in defining a vision for the future of asteroid mining impact global equity?,逐一改变 benefit fund、license transparency、technology pool、exclusive claims、debris liability、dual-use pressure，输出公平分变化。,official_statement_parameters,question_solutions/2022/F/q07/solution.py,question_results/2022/F/q07/result.json,question_reports/2022/F/q07/report.md,question_artifacts/2022/F/q07/condition_sensitivity.csv
2022-F,2022,F,q08,Outer Space Treaty 更新的一页 UN 备忘录,Use the results of your analyses to make justified policy recommendations so that asteroid mining might truly benefit all humankind.,把公平指标、推荐愿景、敏感性和政策包压缩成给 UN 条约更新委员会的一页 memo。,official_statement_parameters,question_solutions/2022/F/q08/solution.py,question_results/2022/F/q08/result.json,question_reports/2022/F/q08/report.md,question_artifacts/2022/F/q08/un_policy_package.csv
2023-A,2023,A,q01,不规则天气与干旱循环下的植物群落动态模型,Develop a mathematical model to predict how a plant community changes over time as it is exposed to various irregular weather cycles. Include times of drought when precipitation should be abundant. The model should account for interactions between different species during cycles of drought.,官方 PDF 题面观察 + 多物种生物量差分方程 + 干旱压力时间序列 + 物种互补促进项；对应教程模型：微分/差分方程、敏感性分析。,official_statement_parameters,question_solutions/2023/A/q01/solution.py,question_results/2023/A/q01/result.json,question_reports/2023/A/q01/report.md,question_artifacts/2023/A/q01/community_trajectories.csv
2023-A,2023,A,q02,群落受益所需的最少物种数与规模效应,How many different plant species are required for the community to benefit and what happens as the number of species grows?,以单物种为基线，枚举 1-12 个物种，计算末 20 年生物量、存活比例、干旱代际生物量和稳定性综合得分，识别至少 4 个物种的受益阈值。,official_statement_parameters,question_solutions/2023/A/q02/solution.py,question_results/2023/A/q02/result.json,question_reports/2023/A/q02/report.md,question_artifacts/2023/A/q02/biodiversity_threshold.csv
2023-A,2023,A,q03,物种类型和功能性状对结果的影响,How do the types of species in the community impact your results?,比较 balanced、drought_tolerant、fast_growing、shallow_sensitive 四类功能性状组合，用耐旱性、生长率、根深和恢复能力解释群落韧性差异。,official_statement_parameters,question_solutions/2023/A/q03/solution.py,question_results/2023/A/q03/result.json,question_reports/2023/A/q03/report.md,question_artifacts/2023/A/q03/species_type_sensitivity.csv
2023-A,2023,A,q04,未来干旱频率和变异范围变化的影响,"What are the impact of a greater frequency and wider variation of the occurrence of droughts in future weather cycles? If droughts are less frequent, does the number of species have the same impact on the overall population?",固定 6 物种群落，改变干旱间隔与严重度倍数，输出 more frequent / less frequent / wider variation 情景下的可持续得分和生物多样性边际价值。,official_statement_parameters,question_solutions/2023/A/q04/solution.py,question_results/2023/A/q04/result.json,question_reports/2023/A/q04/report.md,question_artifacts/2023/A/q04/drought_frequency_sensitivity.csv
2023-A,2023,A,q05,污染和栖息地减少对结论的影响,How do other factors such as pollution and habitat reduction impact your conclusions?,把污染负荷作为生长惩罚、栖息地质量作为承载量约束，比较 baseline、high pollution、habitat reduction、combined stress 和 restoration buffer。,official_statement_parameters,question_solutions/2023/A/q05/solution.py,question_results/2023/A/q05/result.json,question_reports/2023/A/q05/report.md,question_artifacts/2023/A/q05/stressor_sensitivity.csv
2023-A,2023,A,q06,长期可行性和大环境管理建议,What does your model indicate should be done to ensure the long-term viability of a plant community and what are the impacts on the larger environment?,把物种数阈值、功能性状、干旱敏感性和污染栖息地压力合成为管理前沿，给出最少功能物种数、恢复缓冲和大环境影响备忘录。,official_statement_parameters,question_solutions/2023/A/q06/solution.py,question_results/2023/A/q06/result.json,question_reports/2023/A/q06/report.md,question_artifacts/2023/A/q06/viability_strategy_frontier.png
2023-B,2023,B,q01,保护区内不同区域的政策和管理策略,"Consider and recommend specific policies and management strategies for different areas within the current preserve that will protect wildlife and other natural resources while also balancing the interests of the people who live in the area. These policies and strategies should help mitigate the impacts of lost opportunities experienced by the people who live near the preserve, as well as minimize negative interactions between animals and the people attracted to the preserve.",官方 PDF 题面 + Maasai Mara 分区多指标评价：wildlife value、habitat fragility、resident pressure、conflict exposure、tourism value；对应教程模型：综合评价与权重决策、空间分区。,official_statement_parameters,question_solutions/2023/B/q01/solution.py,question_results/2023/B/q01/result.json,question_reports/2023/B/q01/report.md,question_artifacts/2023/B/q01/policy_zone_scores.csv
2023-B,2023,B,q02,政策结果排名、比较与动物-人类-经济模型,"Develop and describe a methodology to determine which policies and management strategies will result in the best outcomes. Your report should discuss how to rank and compare outcomes from your methodology. Be sure to include descriptions and analyses of the models used to predict the interactions between animals and people, as well as the resulting economic impacts in the area within and around the preserve.",构建生态、居民、经济、治理可行性和成本惩罚的加权多目标评分；最高政策再进入人兽冲突动态和社区收益投影。,official_statement_parameters,question_solutions/2023/B/q02/solution.py,question_results/2023/B/q02/result.json,question_reports/2023/B/q02/report.md,question_artifacts/2023/B/q02/policy_package_ranking.csv
2023-B,2023,B,q03,长期趋势、确定性与迁移到其他保护区,"Given your proposed plan, provide predictions about the long-term trends that will result from your recommendations. Analyze and provide estimates of the certainties and impacts of the possible long-term outcomes. You should also describe how your approach could be applied to other wildlife management areas.",对最佳 integrated mosaic plan 做 20 年离散动态投影，输出 conflict index、wildlife index、resident acceptance、community benefit，并给出迁移步骤和风险登记。,official_statement_parameters,question_solutions/2023/B/q03/solution.py,question_results/2023/B/q03/result.json,question_reports/2023/B/q03/report.md,question_artifacts/2023/B/q03/human_wildlife_interaction_projection.csv
2023-B,2023,B,q04,给 Kenyan Tourism and Wildlife Committee 的非技术报告,"Finally, provide a two-page non-technical report for the Kenyan Tourism and Wildlife Committee discussing your proposed plan and its value for the preserve.",把分区策略、政策排名、长期趋势、社区收益、风险和迁移价值压缩为 Kenyan Tourism and Wildlife Committee 可读的非技术报告。,official_statement_parameters,question_solutions/2023/B/q04/solution.py,question_results/2023/B/q04/result.json,question_reports/2023/B/q04/report.md,question_artifacts/2023/B/q04/maasai_mara_policy_frontier.png
2023-D,2023,D,q01,17 个 SDG 的关系网络,Create a network of the relationships between the 17 SDGs.,官方 PDF 给出的 17 个 SDG 节点 + 透明确定性有向加权边，构造 SDG 影响网络；对应教程模型：复杂网络与图论模型。,official_statement_parameters,question_solutions/2023/D/q01/solution.py,question_results/2023/D/q01/result.json,question_reports/2023/D/q01/report.md,question_artifacts/2023/D/q01/sdg_network_edges.csv
2023-D,2023,D,q02,网络结构驱动的 UN 优先级和 10 年计划,"Use the individual SDGs, as well as the structure of your network, to set priorities that can most efficiently move the work of the UN forward. How did you evaluate the effectiveness of each priority? What could be reasonable to achieve in the next 10 years if your priorities are initiated?",PageRank、介数中心性、出边强度、入边支持和直接需求指数综合评价，生成 17 个目标排序和 10 年 first-wave priority portfolio。,official_statement_parameters,question_solutions/2023/D/q02/solution.py,question_results/2023/D/q02/result.json,question_reports/2023/D/q02/report.md,question_artifacts/2023/D/q02/priority_ranking.csv
2023-D,2023,D,q03,某一 SDG 达成后的网络结构和新增目标,"If one of the SDGs is achieved (for example, there is no poverty or no hunger), what would be the structure of the resulting network? How would this achievement impact your team's priorities? Are there other goals that should be included or proposed to the UN for inclusion?",以 SDG 1 达成为情景，衰减其紧急依赖边，重算网络优先级，并提出 Digital Public Trust and Resilience 作为技术/危机治理补充目标。,official_statement_parameters,question_solutions/2023/D/q03/solution.py,question_results/2023/D/q03/result.json,question_reports/2023/D/q03/report.md,question_artifacts/2023/D/q03/achieved_goal_network_priorities.csv
2023-D,2023,D,q04,技术、疫情、气候、战争和难民冲击,"Discuss the impact of technological advances, global pandemics, climate change, regional wars, and refugee movements, or other international crises on your team's network and your team's choice of priorities. What are the significant effects on the progress of the UN from a network perspective?",把题面列出的五类危机覆盖到 SDG 网络，按被冲击目标的优先级加权计算 network severity index 和响应目标组合。,official_statement_parameters,question_solutions/2023/D/q04/solution.py,question_results/2023/D/q04/result.json,question_reports/2023/D/q04/report.md,question_artifacts/2023/D/q04/crisis_impact_matrix.csv
2023-D,2023,D,q05,网络方法迁移到其他公司和组织,Discuss how your network approach may help other companies and organizations set priorities of their goals.,把 SDG 网络方法抽象成目标节点、依赖边、中心性、直接需求、风险覆盖和达成后重算，用于 ESG、公共卫生、高校和 NGO 目标组合决策。,official_statement_parameters,question_solutions/2023/D/q05/solution.py,question_results/2023/D/q05/result.json,question_reports/2023/D/q05/report.md,question_artifacts/2023/D/q05/sdg_priority_network.png
2023-E,2023,E,q01,通用光污染风险指标,Develop a broadly applicable metric to identify the light pollution risk level of a location.,官方 PDF 题面现象 + 0-100 综合评价指标：sky glow、生态暴露、人类健康、安全眩光和夜空损失；对应教程模型：综合评价与权重决策。,official_statement_parameters,question_solutions/2023/E/q01/solution.py,question_results/2023/E/q01/result.json,question_reports/2023/E/q01/report.md,question_artifacts/2023/E/q01/location_risk_scores.csv
2023-E,2023,E,q02,四类地点风险评估和解释,"Apply your metric and interpret its results on the following four diverse types of locations: a protected land location, a rural community, a suburban community, and an urban community.",对 protected_land、rural、suburban、urban 四类题面地点分别设置可替换确定性场景参数，计算风险分、风险等级和主要成分解释。,official_statement_parameters,question_solutions/2023/E/q02/solution.py,question_results/2023/E/q02/result.json,question_reports/2023/E/q02/report.md,question_artifacts/2023/E/q02/location_risk_scores.csv
2023-E,2023,E,q03,三种光污染干预策略,Describe three possible intervention strategies to address light pollution. Discuss specific actions to implement each strategy and the potential impacts of these actions on the effects of light pollution in general.,比较 shielded warm-spectrum fixtures、adaptive dimming and curfew controls、zoning ordinance and sign-lighting limits，并保留 habitat buffer dark corridor 作为保护地增强策略。,official_statement_parameters,question_solutions/2023/E/q03/solution.py,question_results/2023/E/q03/result.json,question_reports/2023/E/q03/report.md,question_artifacts/2023/E/q03/intervention_strategy_scores.csv
2023-E,2023,E,q04,两类地点的最有效干预选择,Choose two of your locations and use your metric to determine which of your intervention strategies is most effective for each of them. Discuss how the chosen intervention strategy impacts the risk level for the location.,对 protected_land 和 urban 两类地点枚举干预策略，在风险降低、安全惩罚和可行性约束下选择 post-intervention risk 最低方案。,official_statement_parameters,question_solutions/2023/E/q04/solution.py,question_results/2023/E/q04/result.json,question_reports/2023/E/q04/report.md,question_artifacts/2023/E/q04/selected_intervention_impacts.csv
2023-E,2023,E,q05,宣传最有效干预策略的一页 flyer,"Finally, for one of your identified locations and its most-effective intervention strategy, produce a 1-page flyer to promote the strategy for that location.",把保护夜空、暖色全截光、夜间调光、标识限光、生态迁徙和睡眠/安全收益压缩成一页公众宣传 flyer。,official_statement_parameters,question_solutions/2023/E/q05/solution.py,question_results/2023/E/q05/result.json,question_reports/2023/E/q05/report.md,question_artifacts/2023/E/q05/light_pollution_risk_frontier.png
2023-F,2023,F,q01,奥运会举办影响指标框架,"Build metrics for the impacts of hosting the games from economic, land use, human satisfaction, travel, opportunity for future improvements, host city/nation prestige, and other criteria.",把官方题面列出的经济、土地利用、人类满意度、旅行、未来改进、主办声望和体育团结转成 7 维权重指标，并写入可审计 metric framework。对应模型：多指标评价、权重评分、政策指标体系。,official_statement_parameters,question_solutions/2023/F/q01/solution.py,question_results/2023/F/q01/result.json,question_reports/2023/F/q01/report.md,question_artifacts/2023/F/q01/metric_framework.csv
