problem_id,year,code,question_index,question_label,method,solution_path,result_path,report_path,artifact_dir
2024-A,2024,A,5,问题 5,least_squares_geometry_fit,cumcm/generic_baselines/solutions/2024/A/q05/solution.py,cumcm/generic_baselines/results/2024/A/q05/result.json,cumcm/generic_baselines/reports/2024/A/q05/report.md,cumcm/generic_baselines/artifacts/2024/A/q05
2024-B,2024,B,1,问题 1,binomial_sampling_design,cumcm/generic_baselines/solutions/2024/B/q01/solution.py,cumcm/generic_baselines/results/2024/B/q01/result.json,cumcm/generic_baselines/reports/2024/B/q01/report.md,cumcm/generic_baselines/artifacts/2024/B/q01
2024-B,2024,B,2,问题 2,linear_programming,cumcm/generic_baselines/solutions/2024/B/q02/solution.py,cumcm/generic_baselines/results/2024/B/q02/result.json,cumcm/generic_baselines/reports/2024/B/q02/report.md,cumcm/generic_baselines/artifacts/2024/B/q02
2024-B,2024,B,3,问题 3,linear_programming,cumcm/generic_baselines/solutions/2024/B/q03/solution.py,cumcm/generic_baselines/results/2024/B/q03/result.json,cumcm/generic_baselines/reports/2024/B/q03/report.md,cumcm/generic_baselines/artifacts/2024/B/q03
2024-B,2024,B,4,问题 4,linear_programming,cumcm/generic_baselines/solutions/2024/B/q04/solution.py,cumcm/generic_baselines/results/2024/B/q04/result.json,cumcm/generic_baselines/reports/2024/B/q04/report.md,cumcm/generic_baselines/artifacts/2024/B/q04
2024-C,2024,C,1,问题 1,linear_programming,cumcm/generic_baselines/solutions/2024/C/q01/solution.py,cumcm/generic_baselines/results/2024/C/q01/result.json,cumcm/generic_baselines/reports/2024/C/q01/report.md,cumcm/generic_baselines/artifacts/2024/C/q01
2024-C,2024,C,2,问题 2,linear_programming,cumcm/generic_baselines/solutions/2024/C/q02/solution.py,cumcm/generic_baselines/results/2024/C/q02/result.json,cumcm/generic_baselines/reports/2024/C/q02/report.md,cumcm/generic_baselines/artifacts/2024/C/q02
2024-C,2024,C,3,问题 3,linear_programming,cumcm/generic_baselines/solutions/2024/C/q03/solution.py,cumcm/generic_baselines/results/2024/C/q03/result.json,cumcm/generic_baselines/reports/2024/C/q03/report.md,cumcm/generic_baselines/artifacts/2024/C/q03
2024-D,2024,D,1,问题 1,binomial_sampling_design,cumcm/generic_baselines/solutions/2024/D/q01/solution.py,cumcm/generic_baselines/results/2024/D/q01/result.json,cumcm/generic_baselines/reports/2024/D/q01/report.md,cumcm/generic_baselines/artifacts/2024/D/q01
2024-D,2024,D,2,问题 2,binomial_sampling_design,cumcm/generic_baselines/solutions/2024/D/q02/solution.py,cumcm/generic_baselines/results/2024/D/q02/result.json,cumcm/generic_baselines/reports/2024/D/q02/report.md,cumcm/generic_baselines/artifacts/2024/D/q02
2024-D,2024,D,3,问题 3,binomial_sampling_design,cumcm/generic_baselines/solutions/2024/D/q03/solution.py,cumcm/generic_baselines/results/2024/D/q03/result.json,cumcm/generic_baselines/reports/2024/D/q03/report.md,cumcm/generic_baselines/artifacts/2024/D/q03
2024-E,2024,E,1,问题 1,linear_trend_forecast,cumcm/generic_baselines/solutions/2024/E/q01/solution.py,cumcm/generic_baselines/results/2024/E/q01/result.json,cumcm/generic_baselines/reports/2024/E/q01/report.md,cumcm/generic_baselines/artifacts/2024/E/q01
2024-E,2024,E,2,问题 2,linear_programming,cumcm/generic_baselines/solutions/2024/E/q02/solution.py,cumcm/generic_baselines/results/2024/E/q02/result.json,cumcm/generic_baselines/reports/2024/E/q02/report.md,cumcm/generic_baselines/artifacts/2024/E/q02
2024-E,2024,E,3,问题 3,quadratic_least_squares,cumcm/generic_baselines/solutions/2024/E/q03/solution.py,cumcm/generic_baselines/results/2024/E/q03/result.json,cumcm/generic_baselines/reports/2024/E/q03/report.md,cumcm/generic_baselines/artifacts/2024/E/q03
2024-E,2024,E,4,问题 4,dijkstra_shortest_path,cumcm/generic_baselines/solutions/2024/E/q04/solution.py,cumcm/generic_baselines/results/2024/E/q04/result.json,cumcm/generic_baselines/reports/2024/E/q04/report.md,cumcm/generic_baselines/artifacts/2024/E/q04
