problem_id,year,code,question_index,question_label,statement,solution_path,result_path,report_path,artifact_path,attachment_count
2020-B,2020,B,13,问题 2,假设所有玩家仅知道当天的天气状况，从第天起，每名玩家在当天行动结束后均知道其余玩家当天的行动方案和剩余的资源数量，随后确定各自第二天的行动方案。试给出一般情况下玩家应采取的策略，并对附件中的“第六关”进行具体讨论。 注1：附件所给地图中，有公共边界的两个区域称为相邻，仅有公共顶点而没有公共边界的两个区域不视作相邻。 注2：Result.xlsx中剩余资金数（剩余水量、剩余食物量）指当日所需资源全部消耗完毕后的资金数（水量、食物量）。若当日还有购买行为，则指完成购买后的资金数（水量、食物量）。,cumcm/question_solutions/2020/B/q13/solution.py,cumcm/question_results/2020/B/q13/result.json,cumcm/question_reports/2020/B/q13/report.md,cumcm/question_artifacts/2020/B/q13/experiment_table.csv,3
2020-C,2020,C,1,问题 1,对附件1中123家企业的信贷风险进行量化分析，给出该银行在年度信贷总额固定时对这些企业的信贷策略。,cumcm/question_solutions/2020/C/q01/solution.py,cumcm/question_results/2020/C/q01/result.json,cumcm/question_reports/2020/C/q01/report.md,cumcm/question_artifacts/2020/C/q01/experiment_table.csv,4
2020-C,2020,C,2,问题 2,在问题1的基础上，对附件2中302家企业的信贷风险进行量化分析，并给出该银行在年度信贷总额为1亿元时对这些企业的信贷策略。,cumcm/question_solutions/2020/C/q02/solution.py,cumcm/question_results/2020/C/q02/result.json,cumcm/question_reports/2020/C/q02/report.md,cumcm/question_artifacts/2020/C/q02/experiment_table.csv,4
2020-C,2020,C,3,问题 3,企业的生产经营和经济效益可能会受到一些突发因素影响，而且突发因素往往对不同行业、不同类别的企业会有不同的影响。综合考虑附件2中各企业的信贷风险和可能的突发因素（例如：新冠病毒疫情）对各企业的影响，给出该银行在年度信贷总额为1亿元时的信贷调整策略。 附件1 123家有信贷记录企业的相关数据 附件2 302家无信贷记录企业的相关数据 附件3 银行贷款年利率与客户流失率关系的2019年统计数据 附件中数据说明：,cumcm/question_solutions/2020/C/q03/solution.py,cumcm/question_results/2020/C/q03/result.json,cumcm/question_reports/2020/C/q03/report.md,cumcm/question_artifacts/2020/C/q03/experiment_table.csv,4
2020-C,2020,C,4,问题 1,进项发票：企业进货（购买产品）时销售方为其开具的发票。,cumcm/question_solutions/2020/C/q04/solution.py,cumcm/question_results/2020/C/q04/result.json,cumcm/question_reports/2020/C/q04/report.md,cumcm/question_artifacts/2020/C/q04/experiment_table.csv,4
2020-C,2020,C,5,问题 2,销项发票：企业销售产品时为购货方开具的发票。,cumcm/question_solutions/2020/C/q05/solution.py,cumcm/question_results/2020/C/q05/result.json,cumcm/question_reports/2020/C/q05/report.md,cumcm/question_artifacts/2020/C/q05/experiment_table.csv,4
2020-C,2020,C,6,问题 3,有效发票：为正常的交易活动开具的发票。,cumcm/question_solutions/2020/C/q06/solution.py,cumcm/question_results/2020/C/q06/result.json,cumcm/question_reports/2020/C/q06/report.md,cumcm/question_artifacts/2020/C/q06/experiment_table.csv,4
2020-C,2020,C,7,问题 4,作废发票：在为交易活动开具发票后，因故取消了该项交易，使发票作废。,cumcm/question_solutions/2020/C/q07/solution.py,cumcm/question_results/2020/C/q07/result.json,cumcm/question_reports/2020/C/q07/report.md,cumcm/question_artifacts/2020/C/q07/experiment_table.csv,4
2020-C,2020,C,8,问题 5,负数发票：在为交易活动开具发票后，企业已入账记税，之后购方因故发生退货并退款，此时，需开具的负数发票。,cumcm/question_solutions/2020/C/q08/solution.py,cumcm/question_results/2020/C/q08/result.json,cumcm/question_reports/2020/C/q08/report.md,cumcm/question_artifacts/2020/C/q08/experiment_table.csv,4
2020-C,2020,C,9,问题 6,信誉评级：银行内部根据企业的实际情况人工评定的，银行对信誉评级为D的企业原则上不予放贷。,cumcm/question_solutions/2020/C/q09/solution.py,cumcm/question_results/2020/C/q09/result.json,cumcm/question_reports/2020/C/q09/report.md,cumcm/question_artifacts/2020/C/q09/experiment_table.csv,4
2020-C,2020,C,10,问题 7,客户流失率：因为贷款利率等因素银行失去潜在客户的比率。,cumcm/question_solutions/2020/C/q10/solution.py,cumcm/question_results/2020/C/q10/result.json,cumcm/question_reports/2020/C/q10/report.md,cumcm/question_artifacts/2020/C/q10/experiment_table.csv,4
2020-D,2020,D,1,问题1,附件1中的表level是工件1在水平状态下的测量数据，其轮廓线如图4所示，请标注出轮廓线的各项参数值：槽口宽度（如等）、圆弧半径（如等）、圆心之间的距离（如等）、圆弧的长度、水平线段的长度（如等）、斜线线段的长度、斜线与水平线之间的夹角（如等）和人字形线的高度（）。,cumcm/question_solutions/2020/D/q01/solution.py,cumcm/question_results/2020/D/q01/result.json,cumcm/question_reports/2020/D/q01/report.md,cumcm/question_artifacts/2020/D/q01/experiment_table.csv,5
2020-D,2020,D,2,问题2,同一工件在不同次测量时，由于工件放置的角度和位置不同，轮廓线参数的计算值也会存在差异。附件1中的表down给出了工件1在倾斜一个角度和有一些水平位移状态下轮廓线的测量数据。请计算该工件测量时的倾斜角度，并作水平校正。在数据校正后，完成问题1的任务，并比较两种测量状态下工件1各项参数计算值之间的差异。,cumcm/question_solutions/2020/D/q02/solution.py,cumcm/question_results/2020/D/q02/result.json,cumcm/question_reports/2020/D/q02/report.md,cumcm/question_artifacts/2020/D/q02/experiment_table.csv,5
2020-D,2020,D,3,问题3,在对工件作多次检测时，工件每次放置的角度、测量的起点和终点都会有偏差，这导致了每次测量实际是对整个工件中的某一部分进行检测。附件2提供了对工件2的10次测量数据，请基于这些数据完成：(1) 每次测量时工件2的倾斜角度；(2) 标注出工件2轮廓线的各项参数值（同问题1）；(3) 画出工件2的完整轮廓线。,cumcm/question_solutions/2020/D/q03/solution.py,cumcm/question_results/2020/D/q03/result.json,cumcm/question_reports/2020/D/q03/report.md,cumcm/question_artifacts/2020/D/q03/experiment_table.csv,5
2020-D,2020,D,4,问题4,为了更准确地标注出工件2的各项参数值，附件3和附件4分别提供了工件2关于圆和角的9次局部测量数据，请利用这些数据修正问题3的结论，并对该工件的完整轮廓线作进一步修正。,cumcm/question_solutions/2020/D/q04/solution.py,cumcm/question_results/2020/D/q04/result.json,cumcm/question_reports/2020/D/q04/report.md,cumcm/question_artifacts/2020/D/q04/experiment_table.csv,5
2020-E,2020,E,1,问题 1,输水管网的漏损是一个严重问题。资料显示，在维护良好的公共供水网络中，平均失水在5%左右；而在比较老旧的管网中，失水则会更多。请利用附件提供的数据，建立数学模型，分析该校园供水管网的漏损情况,cumcm/question_solutions/2020/E/q01/solution.py,cumcm/question_results/2020/E/q01/result.json,cumcm/question_reports/2020/E/q01/report.md,cumcm/question_artifacts/2020/E/q01/experiment_table.csv,6
2020-E,2020,E,2,问题 2,地下水管暗漏不容易被发现，需要花费大量人力对供水管道的漏损进行检测及定位，如果能够从水表的实时数据及时发现并确定发生漏损的位置，将极为有益。请帮助学校解决这个问题,cumcm/question_solutions/2020/E/q02/solution.py,cumcm/question_results/2020/E/q02/result.json,cumcm/question_reports/2020/E/q02/report.md,cumcm/question_artifacts/2020/E/q02/experiment_table.csv,6
2020-E,2020,E,3,问题 3,管网维修需要一定的人工费和材料费，但同时可以降低管网漏损程度。请根据以上结果和你了解的水价及维修成本确定管网漏损的最优维修决策方案,cumcm/question_solutions/2020/E/q03/solution.py,cumcm/question_results/2020/E/q03/result.json,cumcm/question_reports/2020/E/q03/report.md,cumcm/question_artifacts/2020/E/q03/experiment_table.csv,6
2021-A,2021,A,1,问题 1,"当待观测天体𝑆位于基准球面正上方，即𝛼 = 0°, 𝛽 = 90°时，结合考虑反射面板调节因 素，确定理想抛物面。",cumcm/question_solutions/2021/A/q01/solution.py,cumcm/question_results/2021/A/q01/result.json,cumcm/question_reports/2021/A/q01/report.md,cumcm/question_artifacts/2021/A/q01/experiment_table.csv,5
2021-A,2021,A,2,问题 2,"当待观测天体𝑆位于𝛼 = 36.795°, 𝛽 = 78.169°时，确定理想抛物面。建立反射面板调节 模型， 调节相关促动器的伸缩量，使反射面尽量贴近该理想抛物面。 将理想抛物面的顶点坐标， 以及调节后反射面 300 米口径内的主索节点编号、位置坐标、各促动器的伸缩量等结果按照规 定的格式（见附件4）保存在“result.xlsx”文件中。",cumcm/question_solutions/2021/A/q02/solution.py,cumcm/question_results/2021/A/q02/result.json,cumcm/question_reports/2021/A/q02/report.md,cumcm/question_artifacts/2021/A/q02/experiment_table.csv,5
2021-A,2021,A,3,问题 3,基于第2 问的反射面调节方案， 计算调节后馈源舱的接收比， 即馈源舱有效区域接收到 的反射信号与 300 米口径内反射面的反射信号之比，并与基准反射球面的接收比作比较。 附录：要求及相关参数,cumcm/question_solutions/2021/A/q03/solution.py,cumcm/question_results/2021/A/q03/result.json,cumcm/question_reports/2021/A/q03/report.md,cumcm/question_artifacts/2021/A/q03/experiment_table.csv,5
2021-A,2021,A,4,问题 1,主动反射面共有主索节点2226 个， 节点间连接主索6525 根， 不考虑周边支承结构连接 的部分反射面板， 共有反射面板4300 块。 基准球面的球心在坐标原点， 附件1 给出了所有主索 节点的坐标和编号，附件2 给出了促动器下端点（地锚点）坐标、基准态时上端点（顶端）的 坐标，以及促动器对应的主索节点编号，附件3 给出了4300 块反射面板对应的主索节点编号。,cumcm/question_solutions/2021/A/q04/solution.py,cumcm/question_results/2021/A/q04/result.json,cumcm/question_reports/2021/A/q04/report.md,cumcm/question_artifacts/2021/A/q04/experiment_table.csv,5
2021-A,2021,A,5,问题 2,基准态下，所有主索节点均位于基准球面上。,cumcm/question_solutions/2021/A/q05/solution.py,cumcm/question_results/2021/A/q05/result.json,cumcm/question_reports/2021/A/q05/report.md,cumcm/question_artifacts/2021/A/q05/experiment_table.csv,5
2021-A,2021,A,6,问题 3,每一块反射面板均为基准球面的一部分。 反射面板上开有许多直径小于5 毫米的小圆孔， 用于透漏雨水。 由于小孔的直径小于所观察的天体电磁波的波长， 不影响对天体电磁波的反射， 所以可以认为面板是无孔的。,cumcm/question_solutions/2021/A/q06/solution.py,cumcm/question_results/2021/A/q06/result.json,cumcm/question_reports/2021/A/q06/report.md,cumcm/question_artifacts/2021/A/q06/experiment_table.csv,5
2021-A,2021,A,7,问题 4,电磁波信号及反射信号均视为直线传播。,cumcm/question_solutions/2021/A/q07/solution.py,cumcm/question_results/2021/A/q07/result.json,cumcm/question_reports/2021/A/q07/report.md,cumcm/question_artifacts/2021/A/q07/experiment_table.csv,5
2021-A,2021,A,8,问题 5,主索节点调节后，相邻节点之间的距离可能会发生微小变化，变化幅度不超过 0.07%。,cumcm/question_solutions/2021/A/q08/solution.py,cumcm/question_results/2021/A/q08/result.json,cumcm/question_reports/2021/A/q08/report.md,cumcm/question_artifacts/2021/A/q08/experiment_table.csv,5
2021-A,2021,A,9,问题 6,将主索节点坐标作为对应的反射面板顶点坐标。,cumcm/question_solutions/2021/A/q09/solution.py,cumcm/question_results/2021/A/q09/result.json,cumcm/question_reports/2021/A/q09/report.md,cumcm/question_artifacts/2021/A/q09/experiment_table.csv,5
2021-A,2021,A,10,问题 7,通过促动器顶端的伸缩，可控制主索节点的移动变位，但连接主索节点与促动器顶端 的下拉索的长度保持不变。 促动器伸缩沿基准球面径向趋向球心方向为正向。 假设基准状态下， 促动器顶端径向伸缩量为0，其径向伸缩范围为-0.6～+0.6 米。,cumcm/question_solutions/2021/A/q10/solution.py,cumcm/question_results/2021/A/q10/result.json,cumcm/question_reports/2021/A/q10/report.md,cumcm/question_artifacts/2021/A/q10/experiment_table.csv,5
2021-A,2021,A,11,问题 8,天体 S 的方位可用方位角𝛼和仰角𝛽来表示（见图 5）。,cumcm/question_solutions/2021/A/q11/solution.py,cumcm/question_results/2021/A/q11/result.json,cumcm/question_reports/2021/A/q11/report.md,cumcm/question_artifacts/2021/A/q11/experiment_table.csv,5
2021-B,2021,B,1,问题 1,对附件 1 中每种催化剂组合，分别研究乙醇转化率、C4 烯烃的选择性与温 度的关系， 并对附件 2 中 350 度时给定的催化剂组合在一次实验不同时间的测试结 果进行分析。,cumcm/question_solutions/2021/B/q01/solution.py,cumcm/question_results/2021/B/q01/result.json,cumcm/question_reports/2021/B/q01/report.md,cumcm/question_artifacts/2021/B/q01/experiment_table.csv,3
2021-B,2021,B,2,问题 2,探讨不同催化剂组合及温度对乙醇转化率以及 C4 烯烃选择性大小的影响。,cumcm/question_solutions/2021/B/q02/solution.py,cumcm/question_results/2021/B/q02/result.json,cumcm/question_reports/2021/B/q02/report.md,cumcm/question_artifacts/2021/B/q02/experiment_table.csv,3
2021-B,2021,B,3,问题 3,如何选择催化剂组合与温度，使得在相同实验条件下 C4 烯烃收率尽可能 高。若使温度低于 350 度，又如何选择催化剂组合与温度，使得 C4 烯烃收率尽可 能高。,cumcm/question_solutions/2021/B/q03/solution.py,cumcm/question_results/2021/B/q03/result.json,cumcm/question_reports/2021/B/q03/report.md,cumcm/question_artifacts/2021/B/q03/experiment_table.csv,3
2021-B,2021,B,4,问题 4,如果允许再增加 5 次实验，应如何设计，并给出详细理由。 附录：名词解释与附件说明 温度：反应温度。 选择性：某一个产物在所有产物中的占比。 时间：催化剂在乙醇氛围下的反应时间，单位分钟（min）。 Co 负载量： Co 与 SiO2 的重量之比。例如，“Co 负载量为 1wt%”表示 Co 与 SiO2 的重量之比为 1:100，记作“1wt%Co/SiO2”，依次类推。 HAP：一种催化剂载体，中文名称羟基磷灰石。 Co /SiO2 和 HAP 装料比：指 Co/SiO2 和 HAP 的质量比。 例如附件 1 中编号为 A14 的 催化剂组合 “33mg 1wt%Co/SiO2-67mg HAP -乙 醇浓度 1.68ml/min” 指 Co/SiO2 和 HAP 质量比为 33mg：67mg 且乙醇按每分钟 1.68 毫升加入，依次类推。 乙醇转化率：单位时间内乙醇的单程转化率，其值为 100 %  (乙醇进气量-乙 醇剩余量)/乙醇进气量。 C4 烯烃收率：其值为乙醇转化率  C4 烯烃的选择性。 附件 1：性能数据表。表中乙烯、C4 烯烃、乙醛、碳数为 4-12 脂肪醇等均为 反应的生成物；编号 A1~A14 的催化剂实验中使用装料方式 I，B1～B7 的催化剂实 验中使用装料方式 II。 附件 2：350 度时给定的某种催化剂组合的测试数据。,cumcm/question_solutions/2021/B/q04/solution.py,cumcm/question_results/2021/B/q04/result.json,cumcm/question_reports/2021/B/q04/report.md,cumcm/question_artifacts/2021/B/q04/experiment_table.csv,3
2021-C,2021,C,1,问题 1,根据附件1，对402 家供应商的供货特征进行量化分析，建立反映保障企业生产 重要性的数学模型，在此基础上确定50 家最重要的供应商， 并在论文中列表给出结果。,cumcm/question_solutions/2021/C/q01/solution.py,cumcm/question_results/2021/C/q01/result.json,cumcm/question_reports/2021/C/q01/report.md,cumcm/question_artifacts/2021/C/q01/experiment_table.csv,5
2021-C,2021,C,2,问题 2,参考问题1， 该企业应至少选择多少家供应商供应原材料才可能满足生产的需求？ 针对这些供应商，为该企业制定未来 24 周每周最经济的原材料订购方案，并据此制定 损耗最少的转运方案。试对订购方案和转运方案的实施效果进行分析。,cumcm/question_solutions/2021/C/q02/solution.py,cumcm/question_results/2021/C/q02/result.json,cumcm/question_reports/2021/C/q02/report.md,cumcm/question_artifacts/2021/C/q02/experiment_table.csv,5
2021-C,2021,C,3,问题 3,该企业为了压缩生产成本，现计划尽量多地采购 A 类和尽量少地采购 C 类原材 料，以减少转运及仓储的成本，同时希望转运商的转运损耗率尽量少。请制定新的订购 方案及转运方案，并分析方案的实施效果。,cumcm/question_solutions/2021/C/q03/solution.py,cumcm/question_results/2021/C/q03/result.json,cumcm/question_reports/2021/C/q03/report.md,cumcm/question_artifacts/2021/C/q03/experiment_table.csv,5
2021-C,2021,C,4,问题 4,该企业通过技术改造已具备了提高产能的潜力。 根据现有原材料的供应商和转运 商的实际情况，确定该企业每周的产能可以提高多少，并给出未来 24 周的订购和转运 方案。 注：请将问题 2、问题 3 和问题 4 订购方案的数值结果填入附件 A，转运方案的数 值结果填入附件 B，并作为支撑材料（勿改变文件名）随论文一起提交。 附件 1 的数据说明,cumcm/question_solutions/2021/C/q04/solution.py,cumcm/question_results/2021/C/q04/result.json,cumcm/question_reports/2021/C/q04/report.md,cumcm/question_artifacts/2021/C/q04/experiment_table.csv,5
2021-C,2021,C,5,问题 1,企业的订货量：第一列为供应商的名称； 第二列为供应商供应原材料的类别； 第三列及以后共240 列为企业向各供应商每周的订货量 （单位： 立方米） ； 数值 “0”表 示相应的周（所在列）没有向供应商（所在行）订货。,cumcm/question_solutions/2021/C/q05/solution.py,cumcm/question_results/2021/C/q05/result.json,cumcm/question_reports/2021/C/q05/report.md,cumcm/question_artifacts/2021/C/q05/experiment_table.csv,5
2021-C,2021,C,6,问题 2,供应商的供货量：第一列为供应商的名称； 第二列为供应商供应原材料的类别； 第三列及以后共240 列为各供应商每周的供货量 （单位： 立方米） ； 数值 “0” 表示相应 的周（所在列）供应商（所在行）没有供货。 附件 2 的数据说明 第一列为转运商的名称； 第二列及以后共240 列为每周各转运商的运输损耗率 （%）， 即 100%−=供货量 接收量损耗率 供货量 ；数值“0”表示没有运送。,cumcm/question_solutions/2021/C/q06/solution.py,cumcm/question_results/2021/C/q06/result.json,cumcm/question_reports/2021/C/q06/report.md,cumcm/question_artifacts/2021/C/q06/experiment_table.csv,5
2021-D,2021,D,1,问题 1,在满足基本要求和正常要求的条件下，依据尾坯长度制定出最优的 切割方案。假定用户目标值为 9.5 米，目标范围为 9.0~10.0 米，对以下尾坯长 度：109.0、93.4、80.9、72.0、62.7、52.5、44.9、42.7、31.6、22.7、14.5 和13.7（单位：米） ，按“尾坯长度、切割方案、切割损失”等内容列表给出具 体的最优切割方案。,cumcm/question_solutions/2021/D/q01/solution.py,cumcm/question_results/2021/D/q01/result.json,cumcm/question_reports/2021/D/q01/report.md,cumcm/question_artifacts/2021/D/q01/experiment_table.csv,1
2021-D,2021,D,2,问题 2,在结晶器出现异常时，给出实时的最优切割方案：(1)在钢坯第 1 次出现报废段时，给出此段钢坯的切割方案；(2)在出现新的报废段后 （如图2）， 给出新一段钢坯的切割方案和当前段钢坯切割的调整方案，或声明不作调整。 假设结晶器出现异常的时刻在 0.0、45.6、98.6、131.5、190.8、233.3、 266.0、270.7 和327.9（单位：分钟） ， 用户目标值是9.5 米， 目标范围是9.0~10.0 米。在满足基本要求和正常要求的条件下， 按 “初始切割方案、 调整后的切割方 案、切割损失”等内容列表给出这些时刻具体的最优切割方案。,cumcm/question_solutions/2021/D/q02/solution.py,cumcm/question_results/2021/D/q02/result.json,cumcm/question_reports/2021/D/q02/report.md,cumcm/question_artifacts/2021/D/q02/experiment_table.csv,1
2021-D,2021,D,3,问题 3,"假设实时最优切割方案和结晶器出现异常的时刻均与问题 2 相同， 在满足基本要求和正常要求的条件下，对（1）用户目标值是 8.5 米，目标范围 是 8.0~9.0 米,（2）用户目标值是 11.1 米，目标范围是10.6~11.6 米两种情况 分别按 “初始切割方案、 调整后的切割方案、 切割损失” 等内容给出具体的最优 切割方案。 附录：参数与要求 工艺参数：切割机切断一块钢坯的时间为3 分钟，切割后，返回到工作起点 的时间为 1 分钟。从结晶器中心到切割机工作起点处钢坯的长度是 60.0 米，连 铸拉坯的速度为1.0 米/分钟。当结晶器出现异常时，报废段的长度是 0.8 米。 基本要求：切割后的钢坯长度必须在 4.8~12.6 米之间，否则无法运走，阻 碍生产。下道工序能够接受的钢坯长度是 8.0~11.6 米，如果不在此范围内，可 以将钢坯运走进行二次离线切割，但切割下的部分报废，从而产生损失。例如， 12.6 米的钢坯切掉1.0 米变成 11.6 米，切下来的1.0 米报废；而小于 8.0 米的 钢坯只能全部报废。 正常要求：正常切割是按照用户要求的长度进行切割。 用户要求包含目标值 和目标范围， 钢坯的切割长度应尽量满足目标值，而在目标范围内的长度也是可 以接受的。例如，目标值是 9.5 米，目标范围是 9.0~10.0 米，则切割长度尽量 是 9.5 米，而在 9.0~10.0 米之间的长度是允许的。当钢坯长度不在目标范围内 时，会产生损失。例如，钢坯长度是11.6 米，多出来的1.6 米报废。",cumcm/question_solutions/2021/D/q03/solution.py,cumcm/question_results/2021/D/q03/result.json,cumcm/question_reports/2021/D/q03/report.md,cumcm/question_artifacts/2021/D/q03/experiment_table.csv,1
2021-E,2021,E,1,问题 1,根据附件 1 中几种药材的中红外光谱数据，研究不同种类药材的特 征和差异性，并鉴别药材的种类。,cumcm/question_solutions/2021/E/q01/solution.py,cumcm/question_results/2021/E/q01/result.json,cumcm/question_reports/2021/E/q01/report.md,cumcm/question_artifacts/2021/E/q01/experiment_table.csv,5
2021-E,2021,E,2,问题 2,根据附件 2 中某一种药材的中红外光谱数据，分析不同产地药材的 特征和差异性，试鉴别药材的产地，并将下表中所给出编号的药材产地的鉴别结 果填入表格中。 No 3 14 38 48 58 71 79 86 89 110 134 152 227 331 618 OP,cumcm/question_solutions/2021/E/q02/solution.py,cumcm/question_results/2021/E/q02/result.json,cumcm/question_reports/2021/E/q02/report.md,cumcm/question_artifacts/2021/E/q02/experiment_table.csv,5
2021-E,2021,E,3,问题 3,根据附件 3 中某一种药材的近红外和中红外数据，试鉴别该种药材 的产地，并将下表中所给出编号的药材产地的鉴别结果填入表中。 No 4 15 22 30 34 45 74 114 170 209 OP,cumcm/question_solutions/2021/E/q03/solution.py,cumcm/question_results/2021/E/q03/result.json,cumcm/question_reports/2021/E/q03/report.md,cumcm/question_artifacts/2021/E/q03/experiment_table.csv,5
2021-E,2021,E,4,问题 4,附件 4 给出了几种药材的近红外光谱数据，试鉴别药材的类别与产 地，并将下表中所给出编号的药材类别与产地的鉴别结果填入表各中。 No 94 109 140 278 308 330 347 Class OP,cumcm/question_solutions/2021/E/q04/solution.py,cumcm/question_results/2021/E/q04/result.json,cumcm/question_reports/2021/E/q04/report.md,cumcm/question_artifacts/2021/E/q04/experiment_table.csv,5
2022-B,2022,B,1,问题 1,编队由 10 架无人机组成，形成圆形编队，其中 9 架无人机（编号 FY01~FY09）均 匀分布在某一圆周上，另 1 架无人机（编号 FY00）位于圆心（见图 2）。无人机基于自身感知 的高度信息，均保持在同一个高度上飞行。,cumcm/question_solutions/2022/B/q01/solution.py,cumcm/question_results/2022/B/q01/result.json,cumcm/question_reports/2022/B/q01/report.md,cumcm/question_artifacts/2022/B/q01/experiment_table.csv,0
2022-B,2022,B,2,问题 2,实际飞行中， 无人机集群也可以是其他编队队形，例如锥形编队队形（见图 3，直 线上相邻两架无人机的间距相等，如 50 m）。仍考虑纯方位无源定位的情形，设计无人机位置 调整方案。,cumcm/question_solutions/2022/B/q02/solution.py,cumcm/question_results/2022/B/q02/result.json,cumcm/question_reports/2022/B/q02/report.md,cumcm/question_artifacts/2022/B/q02/experiment_table.csv,0
2022-D,2022,D,1,问题 1,(1) 要求在 𝐾 分钟内完成 𝑁 (≥ 5) 支分队主站间气象报文的信息共享，请研究 𝐾 的最小值与 𝑁 的关系，并建立 𝐾 分钟内实现 𝑁 个主站间气象报文信息共享的一般传输 模型。 (2) 在上述模型中， 取 𝑁 = 9， 给出 𝐾 的相应最小值， 并根据一般传输模型给出此时主站 间气象报文的信息共享方案，将结果按表 1 的格式填报。填报结果时，注意消息的完整性，例 如：在“发送信息所属站点序号”一栏中填写“5”，表示本轮所发送消息来自于第 5 号主站，,cumcm/question_solutions/2022/D/q01/solution.py,cumcm/question_results/2022/D/q01/result.json,cumcm/question_reports/2022/D/q01/report.md,cumcm/question_artifacts/2022/D/q01/experiment_table.csv,0
2022-D,2022,D,2,问题 2,为了提高气象信息的地理密度，除了实现主站间气象报文的信息共享外，还需要 使用副站气象信息加以补充。 (1) 若要求在 𝐾 分钟内完成 𝑁 个主站间气象报文的信息共享，且每个主站满足条件：对 每支分队， 成功接收该分队至少一个副站的气象报文的概率不低于0.9。 请就 𝐾 (≥ 5) 的情形， 研究 𝑁 的最大值与 𝐾 的关系，并建立 𝐾 分钟内满足以上条件的信息传输的一般模型。若主 站间气象报文信息共享的传输方案与问题 1 相同，则只需给出副站气象报文的传输方案。 (2) 对于 𝐾 = 7， 给出 𝑁 的最大值， 并根据一般传输模型给出此时副站气象报文的传输方 案，将结果按表 2 的格式填报。求出在你们的传输方案下平均有多少个主站能成功接收每支分 队至少一个副站的气象报文，以及任一主站平均能成功接收多少个副站的气象报文。,cumcm/question_solutions/2022/D/q02/solution.py,cumcm/question_results/2022/D/q02/result.json,cumcm/question_reports/2022/D/q02/report.md,cumcm/question_artifacts/2022/D/q02/experiment_table.csv,0
2022-D,2022,D,3,问题 3,若要求在 𝐾 = 8 分钟内完成 𝑁 个主站间气象报文的信息共享，且每个主站满足 条件： 对每支分队， 成功接收该分队至少一个副站的气象报文的概率不低于0.97， 请给出 𝑁 的 最大值，并给出此时主站间气象报文信息共享的传输方案与副站气象报文信息的传输方案，将 前者按表 1 的格式填报，后者按表 2 的格式填报。求出在你们的传输方案下平均有多少个主站 能成功接收每支分队至少一个副站的气象报文，以及任一个主站平均能成功接收多少个副站的 气象报文。,cumcm/question_solutions/2022/D/q03/solution.py,cumcm/question_results/2022/D/q03/result.json,cumcm/question_reports/2022/D/q03/report.md,cumcm/question_artifacts/2022/D/q03/experiment_table.csv,0
2023-D,2023,D,1,问题 1,不考虑不确定因素和种羊的淘汰更新，假定自然交配期 20 天，母羊都能受孕，孕 期 149 天，每胎产羔 2 只，哺乳期 40 天，羔羊育肥期 210 天，母羊空怀休整期 20 天。该湖羊 养殖场现有 112 个标准羊栏，在实现连续生产的条件下，试确定养殖场种公羊与基础母羊的合 理数量， 并估算年化出栏羊只数量的范围。 若该养殖场希望每年出栏不少于 1500 只羊，试估算 现有标准羊栏数量的缺口。,cumcm/question_solutions/2023/D/q01/solution.py,cumcm/question_results/2023/D/q01/result.json,cumcm/question_reports/2023/D/q01/report.md,cumcm/question_artifacts/2023/D/q01/experiment_table.csv,0
2023-D,2023,D,2,问题 2,在问题 1 的基础上，对 112 个标准羊栏给出具体的生产计划（包括种公羊与基础 母羊的配种时机和数量、羊栏的使用方案、年化出栏羊只数量等），使得年化出栏羊只数量最 大。,cumcm/question_solutions/2023/D/q02/solution.py,cumcm/question_results/2023/D/q02/result.json,cumcm/question_reports/2023/D/q02/report.md,cumcm/question_artifacts/2023/D/q02/experiment_table.csv,0
