problem_id,year,code,question,question_index,question_label,method,solution_path,result_path,report_path,artifact_dir,real_solution_path
2022-A,2022,A,q04,04,偏离目标功率分布的敏感性与 split 区间,first_order_dynamic_baseline,mcm/generic_baselines/solutions/2022/A/q04/solution.py,mcm/generic_baselines/results/2022/A/q04/result.json,mcm/generic_baselines/reports/2022/A/q04/report.md,mcm/generic_baselines/artifacts/2022/A/q04,question_solutions/2022/A/q04/solution.py
2022-A,2022,A,q05,05,六人团队计时赛扩展与 Directeur Sportif 指导,report_outline_baseline,mcm/generic_baselines/solutions/2022/A/q05/solution.py,mcm/generic_baselines/results/2022/A/q05/result.json,mcm/generic_baselines/reports/2022/A/q05/report.md,mcm/generic_baselines/artifacts/2022/A/q05,question_solutions/2022/A/q05/solution.py
2022-B,2022,B,q01,01,Powell-Mead 串联系统与水库高度-库容模型,network_path_baseline,mcm/generic_baselines/solutions/2022/B/q01/solution.py,mcm/generic_baselines/results/2022/B/q01/result.json,mcm/generic_baselines/reports/2022/B/q01/report.md,mcm/generic_baselines/artifacts/2022/B/q01,question_solutions/2022/B/q01/solution.py
2022-B,2022,B,q02,02,五州农业、工业、居民用水和电力分配,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2022/B/q02/solution.py,mcm/generic_baselines/results/2022/B/q02/result.json,mcm/generic_baselines/reports/2022/B/q02/report.md,mcm/generic_baselines/artifacts/2022/B/q02,question_solutions/2022/B/q02/solution.py
2022-B,2022,B,q03,03,固定供需条件下的坝体放水与重算频率,evidence_table_baseline,mcm/generic_baselines/solutions/2022/B/q03/solution.py,mcm/generic_baselines/results/2022/B/q03/result.json,mcm/generic_baselines/reports/2022/B/q03/report.md,mcm/generic_baselines/artifacts/2022/B/q03,question_solutions/2022/B/q03/solution.py
2022-B,2022,B,q04,04,Mexico 权利与加利福尼亚湾入海流量,network_path_baseline,mcm/generic_baselines/solutions/2022/B/q04/solution.py,mcm/generic_baselines/results/2022/B/q04/result.json,mcm/generic_baselines/reports/2022/B/q04/report.md,mcm/generic_baselines/artifacts/2022/B/q04,question_solutions/2022/B/q04/solution.py
2022-B,2022,B,q05,05,无新增来水时的可持续年限与补水需求,evidence_table_baseline,mcm/generic_baselines/solutions/2022/B/q05/solution.py,mcm/generic_baselines/results/2022/B/q05/result.json,mcm/generic_baselines/reports/2022/B/q05/report.md,mcm/generic_baselines/artifacts/2022/B/q05,question_solutions/2022/B/q05/solution.py
2022-B,2022,B,q06,06,解决水资源与水电竞争利益的标准,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2022/B/q06/solution.py,mcm/generic_baselines/results/2022/B/q06/result.json,mcm/generic_baselines/reports/2022/B/q06/report.md,mcm/generic_baselines/artifacts/2022/B/q06,question_solutions/2022/B/q06/solution.py
2022-B,2022,B,q07,07,不足以满足全部水和电需求时的策略,network_path_baseline,mcm/generic_baselines/solutions/2022/B/q07/solution.py,mcm/generic_baselines/results/2022/B/q07/result.json,mcm/generic_baselines/reports/2022/B/q07/report.md,mcm/generic_baselines/artifacts/2022/B/q07,question_solutions/2022/B/q07/solution.py
2022-B,2022,B,q08,08,需求变化、可再生能源和节水节电影响,first_order_dynamic_baseline,mcm/generic_baselines/solutions/2022/B/q08/solution.py,mcm/generic_baselines/results/2022/B/q08/result.json,mcm/generic_baselines/reports/2022/B/q08/report.md,mcm/generic_baselines/artifacts/2022/B/q08,question_solutions/2022/B/q08/solution.py
2022-B,2022,B,q09,09,Drought and Thirst 杂志文章,network_path_baseline,mcm/generic_baselines/solutions/2022/B/q09/solution.py,mcm/generic_baselines/results/2022/B/q09/result.json,mcm/generic_baselines/reports/2022/B/q09/report.md,mcm/generic_baselines/artifacts/2022/B/q09,question_solutions/2022/B/q09/solution.py
2022-C,2022,C,q01,01,仅用历史价格的每日交易策略,evidence_table_baseline,mcm/generic_baselines/solutions/2022/C/q01/solution.py,mcm/generic_baselines/results/2022/C/q01/result.json,mcm/generic_baselines/reports/2022/C/q01/report.md,mcm/generic_baselines/artifacts/2022/C/q01,question_solutions/2022/C/q01/solution.py
2022-C,2022,C,q02,02,策略最优性的证据与基准比较,resource_allocation_baseline,mcm/generic_baselines/solutions/2022/C/q02/solution.py,mcm/generic_baselines/results/2022/C/q02/result.json,mcm/generic_baselines/reports/2022/C/q02/report.md,mcm/generic_baselines/artifacts/2022/C/q02,question_solutions/2022/C/q02/solution.py
2022-C,2022,C,q03,03,交易成本敏感性,resource_allocation_baseline,mcm/generic_baselines/solutions/2022/C/q03/solution.py,mcm/generic_baselines/results/2022/C/q03/result.json,mcm/generic_baselines/reports/2022/C/q03/report.md,mcm/generic_baselines/artifacts/2022/C/q03,question_solutions/2022/C/q03/solution.py
2022-C,2022,C,q04,04,给交易员的两页以内备忘录,report_outline_baseline,mcm/generic_baselines/solutions/2022/C/q04/solution.py,mcm/generic_baselines/results/2022/C/q04/result.json,mcm/generic_baselines/reports/2022/C/q04/report.md,mcm/generic_baselines/artifacts/2022/C/q04,question_solutions/2022/C/q04/solution.py
2022-P01,2022,P01,q01,01,ICM Corporation 当前 D&A 成熟度指标,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2022/P01/q01/solution.py,mcm/generic_baselines/results/2022/P01/q01/result.json,mcm/generic_baselines/reports/2022/P01/q01/report.md,mcm/generic_baselines/artifacts/2022/P01/q01,question_solutions/2022/P01/q01/solution.py
2022-P01,2022,P01,q02,02,优化 D&A 能力的系统变更建议,network_path_baseline,mcm/generic_baselines/solutions/2022/P01/q02/solution.py,mcm/generic_baselines/results/2022/P01/q02/result.json,mcm/generic_baselines/reports/2022/P01/q02/report.md,mcm/generic_baselines/artifacts/2022/P01/q02,question_solutions/2022/P01/q02/solution.py
2022-P01,2022,P01,q03,03,效果衡量协议与大小港口/卡车公司迁移,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2022/P01/q03/solution.py,mcm/generic_baselines/results/2022/P01/q03/result.json,mcm/generic_baselines/reports/2022/P01/q03/report.md,mcm/generic_baselines/artifacts/2022/P01/q03,question_solutions/2022/P01/q03/solution.py
2022-P01,2022,P01,q04,04,面向港口用户的客户信,report_outline_baseline,mcm/generic_baselines/solutions/2022/P01/q04/solution.py,mcm/generic_baselines/results/2022/P01/q04/result.json,mcm/generic_baselines/reports/2022/P01/q04/report.md,mcm/generic_baselines/artifacts/2022/P01/q04,question_solutions/2022/P01/q04/solution.py
2022-E,2022,E,q01,01,森林与林产品 100 年碳封存模型,evidence_table_baseline,mcm/generic_baselines/solutions/2022/E/q01/solution.py,mcm/generic_baselines/results/2022/E/q01/result.json,mcm/generic_baselines/reports/2022/E/q01/report.md,mcm/generic_baselines/artifacts/2022/E/q01,question_solutions/2022/E/q01/solution.py
2022-E,2022,E,q02,02,最有利于固碳的森林管理计划,resource_allocation_baseline,mcm/generic_baselines/solutions/2022/E/q02/solution.py,mcm/generic_baselines/results/2022/E/q02/result.json,mcm/generic_baselines/reports/2022/E/q02/report.md,mcm/generic_baselines/artifacts/2022/E/q02,question_solutions/2022/E/q02/solution.py
2022-E,2022,E,q03,03,兼顾社会价值的森林利用决策模型,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2022/E/q03/solution.py,mcm/generic_baselines/results/2022/E/q03/result.json,mcm/generic_baselines/reports/2022/E/q03/report.md,mcm/generic_baselines/artifacts/2022/E/q03,question_solutions/2022/E/q03/solution.py
2022-E,2022,E,q04,04,决策模型可能建议的管理计划谱系,report_outline_baseline,mcm/generic_baselines/solutions/2022/E/q04/solution.py,mcm/generic_baselines/results/2022/E/q04/result.json,mcm/generic_baselines/reports/2022/E/q04/report.md,mcm/generic_baselines/artifacts/2022/E/q04,question_solutions/2022/E/q04/solution.py
2022-E,2022,E,q05,05,导致森林不被砍伐的条件,evidence_table_baseline,mcm/generic_baselines/solutions/2022/E/q05/solution.py,mcm/generic_baselines/results/2022/E/q05/result.json,mcm/generic_baselines/reports/2022/E/q05/report.md,mcm/generic_baselines/artifacts/2022/E/q05,question_solutions/2022/E/q05/solution.py
2022-E,2022,E,q06,06,管理计划之间的过渡点,resource_allocation_baseline,mcm/generic_baselines/solutions/2022/E/q06/solution.py,mcm/generic_baselines/results/2022/E/q06/result.json,mcm/generic_baselines/reports/2022/E/q06/report.md,mcm/generic_baselines/artifacts/2022/E/q06,question_solutions/2022/E/q06/solution.py
2022-E,2022,E,q07,07,应用于多种森林,evidence_table_baseline,mcm/generic_baselines/solutions/2022/E/q07/solution.py,mcm/generic_baselines/results/2022/E/q07/result.json,mcm/generic_baselines/reports/2022/E/q07/report.md,mcm/generic_baselines/artifacts/2022/E/q07,question_solutions/2022/E/q07/solution.py
2022-E,2022,E,q08,08,识别建议纳入采伐的森林并计算 100 年固碳,report_outline_baseline,mcm/generic_baselines/solutions/2022/E/q08/solution.py,mcm/generic_baselines/results/2022/E/q08/result.json,mcm/generic_baselines/reports/2022/E/q08/report.md,mcm/generic_baselines/artifacts/2022/E/q08,question_solutions/2022/E/q08/solution.py
2022-E,2022,E,q09,09,推荐森林管理计划及理由,resource_allocation_baseline,mcm/generic_baselines/solutions/2022/E/q09/solution.py,mcm/generic_baselines/results/2022/E/q09/result.json,mcm/generic_baselines/reports/2022/E/q09/report.md,mcm/generic_baselines/artifacts/2022/E/q09,question_solutions/2022/E/q09/solution.py
2022-E,2022,E,q10,10,从现行时间线过渡到延长 10 年的采伐间隔,resource_allocation_baseline,mcm/generic_baselines/solutions/2022/E/q10/solution.py,mcm/generic_baselines/results/2022/E/q10/result.json,mcm/generic_baselines/reports/2022/E/q10/report.md,mcm/generic_baselines/artifacts/2022/E/q10,question_solutions/2022/E/q10/solution.py
2022-E,2022,E,q11,11,面向当地社区的非技术报纸文章,report_outline_baseline,mcm/generic_baselines/solutions/2022/E/q11/solution.py,mcm/generic_baselines/results/2022/E/q11/result.json,mcm/generic_baselines/reports/2022/E/q11/report.md,mcm/generic_baselines/artifacts/2022/E/q11,question_solutions/2022/E/q11/solution.py
2022-F,2022,F,q01,01,外层空间条约承诺与全球公平定义,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2022/F/q01/solution.py,mcm/generic_baselines/results/2022/F/q01/result.json,mcm/generic_baselines/reports/2022/F/q01/report.md,mcm/generic_baselines/artifacts/2022/F/q01,question_solutions/2022/F/q01/solution.py
2022-F,2022,F,q02,02,小行星采矿未来愿景及公平影响,linear_trend_forecast_baseline,mcm/generic_baselines/solutions/2022/F/q02/solution.py,mcm/generic_baselines/results/2022/F/q02/result.json,mcm/generic_baselines/reports/2022/F/q02/report.md,mcm/generic_baselines/artifacts/2022/F/q02,question_solutions/2022/F/q02/solution.py
2022-F,2022,F,q03,03,影响公平结果的关键因素,threshold_classification_baseline,mcm/generic_baselines/solutions/2022/F/q03/solution.py,mcm/generic_baselines/results/2022/F/q03/result.json,mcm/generic_baselines/reports/2022/F/q03/report.md,mcm/generic_baselines/artifacts/2022/F/q03,question_solutions/2022/F/q03/solution.py
2022-F,2022,F,q04,04,UN 可提出的公平增强政策,linear_trend_forecast_baseline,mcm/generic_baselines/solutions/2022/F/q04/solution.py,mcm/generic_baselines/results/2022/F/q04/result.json,mcm/generic_baselines/reports/2022/F/q04/report.md,mcm/generic_baselines/artifacts/2022/F/q04,question_solutions/2022/F/q04/solution.py
2022-F,2022,F,q05,05,全球公平指标验证逻辑,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2022/F/q05/solution.py,mcm/generic_baselines/results/2022/F/q05/result.json,mcm/generic_baselines/reports/2022/F/q05/report.md,mcm/generic_baselines/artifacts/2022/F/q05,question_solutions/2022/F/q05/solution.py
2022-F,2022,F,q06,06,未来小行星采矿部门的可能结构,linear_trend_forecast_baseline,mcm/generic_baselines/solutions/2022/F/q06/solution.py,mcm/generic_baselines/results/2022/F/q06/result.json,mcm/generic_baselines/reports/2022/F/q06/report.md,mcm/generic_baselines/artifacts/2022/F/q06,question_solutions/2022/F/q06/solution.py
2022-F,2022,F,q07,07,条件变化对全球公平的敏感性,first_order_dynamic_baseline,mcm/generic_baselines/solutions/2022/F/q07/solution.py,mcm/generic_baselines/results/2022/F/q07/result.json,mcm/generic_baselines/reports/2022/F/q07/report.md,mcm/generic_baselines/artifacts/2022/F/q07,question_solutions/2022/F/q07/solution.py
2022-F,2022,F,q08,08,Outer Space Treaty 更新的一页 UN 备忘录,report_outline_baseline,mcm/generic_baselines/solutions/2022/F/q08/solution.py,mcm/generic_baselines/results/2022/F/q08/result.json,mcm/generic_baselines/reports/2022/F/q08/report.md,mcm/generic_baselines/artifacts/2022/F/q08,question_solutions/2022/F/q08/solution.py
2023-A,2023,A,q01,01,不规则天气与干旱循环下的植物群落动态模型,first_order_dynamic_baseline,mcm/generic_baselines/solutions/2023/A/q01/solution.py,mcm/generic_baselines/results/2023/A/q01/result.json,mcm/generic_baselines/reports/2023/A/q01/report.md,mcm/generic_baselines/artifacts/2023/A/q01,question_solutions/2023/A/q01/solution.py
2023-A,2023,A,q02,02,群落受益所需的最少物种数与规模效应,resource_allocation_baseline,mcm/generic_baselines/solutions/2023/A/q02/solution.py,mcm/generic_baselines/results/2023/A/q02/result.json,mcm/generic_baselines/reports/2023/A/q02/report.md,mcm/generic_baselines/artifacts/2023/A/q02,question_solutions/2023/A/q02/solution.py
2023-A,2023,A,q03,03,物种类型和功能性状对结果的影响,evidence_table_baseline,mcm/generic_baselines/solutions/2023/A/q03/solution.py,mcm/generic_baselines/results/2023/A/q03/result.json,mcm/generic_baselines/reports/2023/A/q03/report.md,mcm/generic_baselines/artifacts/2023/A/q03,question_solutions/2023/A/q03/solution.py
2023-A,2023,A,q04,04,未来干旱频率和变异范围变化的影响,linear_trend_forecast_baseline,mcm/generic_baselines/solutions/2023/A/q04/solution.py,mcm/generic_baselines/results/2023/A/q04/result.json,mcm/generic_baselines/reports/2023/A/q04/report.md,mcm/generic_baselines/artifacts/2023/A/q04,question_solutions/2023/A/q04/solution.py
2023-A,2023,A,q05,05,污染和栖息地减少对结论的影响,evidence_table_baseline,mcm/generic_baselines/solutions/2023/A/q05/solution.py,mcm/generic_baselines/results/2023/A/q05/result.json,mcm/generic_baselines/reports/2023/A/q05/report.md,mcm/generic_baselines/artifacts/2023/A/q05,question_solutions/2023/A/q05/solution.py
2023-A,2023,A,q06,06,长期可行性和大环境管理建议,report_outline_baseline,mcm/generic_baselines/solutions/2023/A/q06/solution.py,mcm/generic_baselines/results/2023/A/q06/result.json,mcm/generic_baselines/reports/2023/A/q06/report.md,mcm/generic_baselines/artifacts/2023/A/q06,question_solutions/2023/A/q06/solution.py
2023-B,2023,B,q01,01,保护区内不同区域的政策和管理策略,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2023/B/q01/solution.py,mcm/generic_baselines/results/2023/B/q01/result.json,mcm/generic_baselines/reports/2023/B/q01/report.md,mcm/generic_baselines/artifacts/2023/B/q01,question_solutions/2023/B/q01/solution.py
2023-B,2023,B,q02,02,政策结果排名、比较与动物-人类-经济模型,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2023/B/q02/solution.py,mcm/generic_baselines/results/2023/B/q02/result.json,mcm/generic_baselines/reports/2023/B/q02/report.md,mcm/generic_baselines/artifacts/2023/B/q02,question_solutions/2023/B/q02/solution.py
2023-B,2023,B,q03,03,长期趋势、确定性与迁移到其他保护区,linear_trend_forecast_baseline,mcm/generic_baselines/solutions/2023/B/q03/solution.py,mcm/generic_baselines/results/2023/B/q03/result.json,mcm/generic_baselines/reports/2023/B/q03/report.md,mcm/generic_baselines/artifacts/2023/B/q03,question_solutions/2023/B/q03/solution.py
2023-B,2023,B,q04,04,给 Kenyan Tourism and Wildlife Committee 的非技术报告,report_outline_baseline,mcm/generic_baselines/solutions/2023/B/q04/solution.py,mcm/generic_baselines/results/2023/B/q04/result.json,mcm/generic_baselines/reports/2023/B/q04/report.md,mcm/generic_baselines/artifacts/2023/B/q04,question_solutions/2023/B/q04/solution.py
2023-D,2023,D,q01,01,17 个 SDG 的关系网络,network_path_baseline,mcm/generic_baselines/solutions/2023/D/q01/solution.py,mcm/generic_baselines/results/2023/D/q01/result.json,mcm/generic_baselines/reports/2023/D/q01/report.md,mcm/generic_baselines/artifacts/2023/D/q01,question_solutions/2023/D/q01/solution.py
2023-D,2023,D,q02,02,网络结构驱动的 UN 优先级和 10 年计划,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2023/D/q02/solution.py,mcm/generic_baselines/results/2023/D/q02/result.json,mcm/generic_baselines/reports/2023/D/q02/report.md,mcm/generic_baselines/artifacts/2023/D/q02,question_solutions/2023/D/q02/solution.py
2023-D,2023,D,q03,03,某一 SDG 达成后的网络结构和新增目标,network_path_baseline,mcm/generic_baselines/solutions/2023/D/q03/solution.py,mcm/generic_baselines/results/2023/D/q03/result.json,mcm/generic_baselines/reports/2023/D/q03/report.md,mcm/generic_baselines/artifacts/2023/D/q03,question_solutions/2023/D/q03/solution.py
2023-D,2023,D,q04,04,技术、疫情、气候、战争和难民冲击,network_path_baseline,mcm/generic_baselines/solutions/2023/D/q04/solution.py,mcm/generic_baselines/results/2023/D/q04/result.json,mcm/generic_baselines/reports/2023/D/q04/report.md,mcm/generic_baselines/artifacts/2023/D/q04,question_solutions/2023/D/q04/solution.py
2023-D,2023,D,q05,05,网络方法迁移到其他公司和组织,network_path_baseline,mcm/generic_baselines/solutions/2023/D/q05/solution.py,mcm/generic_baselines/results/2023/D/q05/result.json,mcm/generic_baselines/reports/2023/D/q05/report.md,mcm/generic_baselines/artifacts/2023/D/q05,question_solutions/2023/D/q05/solution.py
2023-E,2023,E,q01,01,通用光污染风险指标,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2023/E/q01/solution.py,mcm/generic_baselines/results/2023/E/q01/result.json,mcm/generic_baselines/reports/2023/E/q01/report.md,mcm/generic_baselines/artifacts/2023/E/q01,question_solutions/2023/E/q01/solution.py
2023-E,2023,E,q02,02,四类地点风险评估和解释,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2023/E/q02/solution.py,mcm/generic_baselines/results/2023/E/q02/result.json,mcm/generic_baselines/reports/2023/E/q02/report.md,mcm/generic_baselines/artifacts/2023/E/q02,question_solutions/2023/E/q02/solution.py
2023-E,2023,E,q03,03,三种光污染干预策略,evidence_table_baseline,mcm/generic_baselines/solutions/2023/E/q03/solution.py,mcm/generic_baselines/results/2023/E/q03/result.json,mcm/generic_baselines/reports/2023/E/q03/report.md,mcm/generic_baselines/artifacts/2023/E/q03,question_solutions/2023/E/q03/solution.py
2023-E,2023,E,q04,04,两类地点的最有效干预选择,threshold_classification_baseline,mcm/generic_baselines/solutions/2023/E/q04/solution.py,mcm/generic_baselines/results/2023/E/q04/result.json,mcm/generic_baselines/reports/2023/E/q04/report.md,mcm/generic_baselines/artifacts/2023/E/q04,question_solutions/2023/E/q04/solution.py
2023-E,2023,E,q05,05,宣传最有效干预策略的一页 flyer,evidence_table_baseline,mcm/generic_baselines/solutions/2023/E/q05/solution.py,mcm/generic_baselines/results/2023/E/q05/result.json,mcm/generic_baselines/reports/2023/E/q05/report.md,mcm/generic_baselines/artifacts/2023/E/q05,question_solutions/2023/E/q05/solution.py
2023-F,2023,F,q01,01,奥运会举办影响指标框架,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2023/F/q01/solution.py,mcm/generic_baselines/results/2023/F/q01/result.json,mcm/generic_baselines/reports/2023/F/q01/report.md,mcm/generic_baselines/artifacts/2023/F/q01,question_solutions/2023/F/q01/solution.py
2023-F,2023,F,q02,02,永久举办地与四季分拆等策略评分,evidence_table_baseline,mcm/generic_baselines/solutions/2023/F/q02/solution.py,mcm/generic_baselines/results/2023/F/q02/result.json,mcm/generic_baselines/reports/2023/F/q02/report.md,mcm/generic_baselines/artifacts/2023/F/q02,question_solutions/2023/F/q02/solution.py
2023-F,2023,F,q03,03,可行性、实施时间线和影响评估,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2023/F/q03/solution.py,mcm/generic_baselines/results/2023/F/q03/result.json,mcm/generic_baselines/reports/2023/F/q03/report.md,mcm/generic_baselines/artifacts/2023/F/q03,question_solutions/2023/F/q03/solution.py
2023-F,2023,F,q04,04,写给 IOC 的一页政策备忘录,report_outline_baseline,mcm/generic_baselines/solutions/2023/F/q04/solution.py,mcm/generic_baselines/results/2023/F/q04/result.json,mcm/generic_baselines/reports/2023/F/q04/report.md,mcm/generic_baselines/artifacts/2023/F/q04,question_solutions/2023/F/q04/solution.py
2023-F-GreenGDP,2023,F-GreenGDP,q01,01,选择可审计的 Green GDP 计算方法,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2023/F-GreenGDP/q01/solution.py,mcm/generic_baselines/results/2023/F-GreenGDP/q01/result.json,mcm/generic_baselines/reports/2023/F-GreenGDP/q01/report.md,mcm/generic_baselines/artifacts/2023/F-GreenGDP/q01,question_solutions/2023/F-GreenGDP/q01/solution.py
2023-F-GreenGDP,2023,F-GreenGDP,q02,02,GGDP 替代 GDP 的全球气候影响模型,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2023/F-GreenGDP/q02/solution.py,mcm/generic_baselines/results/2023/F-GreenGDP/q02/result.json,mcm/generic_baselines/reports/2023/F-GreenGDP/q02/report.md,mcm/generic_baselines/artifacts/2023/F-GreenGDP/q02,question_solutions/2023/F-GreenGDP/q02/solution.py
2023-F-GreenGDP,2023,F-GreenGDP,q03,03,全球尺度替换 GDP 的收益与阻力权衡,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2023/F-GreenGDP/q03/solution.py,mcm/generic_baselines/results/2023/F-GreenGDP/q03/result.json,mcm/generic_baselines/reports/2023/F-GreenGDP/q03/report.md,mcm/generic_baselines/artifacts/2023/F-GreenGDP/q03,question_solutions/2023/F-GreenGDP/q03/solution.py
2023-F-GreenGDP,2023,F-GreenGDP,q04,04,巴西国家案例：自然资源、森林和未来世代,linear_trend_forecast_baseline,mcm/generic_baselines/solutions/2023/F-GreenGDP/q04/solution.py,mcm/generic_baselines/results/2023/F-GreenGDP/q04/result.json,mcm/generic_baselines/reports/2023/F-GreenGDP/q04/report.md,mcm/generic_baselines/artifacts/2023/F-GreenGDP/q04,question_solutions/2023/F-GreenGDP/q04/solution.py
2023-F-GreenGDP,2023,F-GreenGDP,q05,05,给巴西领导人的一页非技术报告,report_outline_baseline,mcm/generic_baselines/solutions/2023/F-GreenGDP/q05/solution.py,mcm/generic_baselines/results/2023/F-GreenGDP/q05/result.json,mcm/generic_baselines/reports/2023/F-GreenGDP/q05/report.md,mcm/generic_baselines/artifacts/2023/F-GreenGDP/q05,question_solutions/2023/F-GreenGDP/q05/solution.py
2023-C-Wordle,2023,C-Wordle,q01,01,报告人数变化、3 月 1 日预测区间与困难模式比例,linear_trend_forecast_baseline,mcm/generic_baselines/solutions/2023/C-Wordle/q01/solution.py,mcm/generic_baselines/results/2023/C-Wordle/q01/result.json,mcm/generic_baselines/reports/2023/C-Wordle/q01/report.md,mcm/generic_baselines/artifacts/2023/C-Wordle/q01,question_solutions/2023/C-Wordle/q01/solution.py
2023-C-Wordle,2023,C-Wordle,q02,02,EERIE 在 2023-03-01 的得分分布预测,linear_trend_forecast_baseline,mcm/generic_baselines/solutions/2023/C-Wordle/q02/solution.py,mcm/generic_baselines/results/2023/C-Wordle/q02/result.json,mcm/generic_baselines/reports/2023/C-Wordle/q02/report.md,mcm/generic_baselines/artifacts/2023/C-Wordle/q02,question_solutions/2023/C-Wordle/q02/solution.py
2023-C-Wordle,2023,C-Wordle,q03,03,答案词难度分类与 EERIE 难度,threshold_classification_baseline,mcm/generic_baselines/solutions/2023/C-Wordle/q03/solution.py,mcm/generic_baselines/results/2023/C-Wordle/q03/result.json,mcm/generic_baselines/reports/2023/C-Wordle/q03/report.md,mcm/generic_baselines/artifacts/2023/C-Wordle/q03,question_solutions/2023/C-Wordle/q03/solution.py
2023-C-Wordle,2023,C-Wordle,q04,04,Wordle 数据集的其他有趣特征,report_outline_baseline,mcm/generic_baselines/solutions/2023/C-Wordle/q04/solution.py,mcm/generic_baselines/results/2023/C-Wordle/q04/result.json,mcm/generic_baselines/reports/2023/C-Wordle/q04/report.md,mcm/generic_baselines/artifacts/2023/C-Wordle/q04,question_solutions/2023/C-Wordle/q04/solution.py
2023-C-Wordle,2023,C-Wordle,q05,05,给纽约时报 Puzzle Editor 的摘要信,report_outline_baseline,mcm/generic_baselines/solutions/2023/C-Wordle/q05/solution.py,mcm/generic_baselines/results/2023/C-Wordle/q05/result.json,mcm/generic_baselines/reports/2023/C-Wordle/q05/report.md,mcm/generic_baselines/artifacts/2023/C-Wordle/q05,question_solutions/2023/C-Wordle/q05/solution.py
2023-C-Boats,2023,C-Boats,q01,01,二手帆船挂牌价解释模型与估计精度,linear_trend_forecast_baseline,mcm/generic_baselines/solutions/2023/C-Boats/q01/solution.py,mcm/generic_baselines/results/2023/C-Boats/q01/result.json,mcm/generic_baselines/reports/2023/C-Boats/q01/report.md,mcm/generic_baselines/artifacts/2023/C-Boats/q01,question_solutions/2023/C-Boats/q01/solution.py
2023-C-Boats,2023,C-Boats,q02,02,区域对挂牌价的实际与统计影响,report_outline_baseline,mcm/generic_baselines/solutions/2023/C-Boats/q02/solution.py,mcm/generic_baselines/results/2023/C-Boats/q02/result.json,mcm/generic_baselines/reports/2023/C-Boats/q02/report.md,mcm/generic_baselines/artifacts/2023/C-Boats/q02,question_solutions/2023/C-Boats/q02/solution.py
2023-C-Boats,2023,C-Boats,q03,03,香港市场可比挂牌样本与区域效应情景,linear_trend_forecast_baseline,mcm/generic_baselines/solutions/2023/C-Boats/q03/solution.py,mcm/generic_baselines/results/2023/C-Boats/q03/result.json,mcm/generic_baselines/reports/2023/C-Boats/q03/report.md,mcm/generic_baselines/artifacts/2023/C-Boats/q03,question_solutions/2023/C-Boats/q03/solution.py
2023-C-Boats,2023,C-Boats,q04,04,帆船数据的其他推论,evidence_table_baseline,mcm/generic_baselines/solutions/2023/C-Boats/q04/solution.py,mcm/generic_baselines/results/2023/C-Boats/q04/result.json,mcm/generic_baselines/reports/2023/C-Boats/q04/report.md,mcm/generic_baselines/artifacts/2023/C-Boats/q04,question_solutions/2023/C-Boats/q04/solution.py
2023-C-Boats,2023,C-Boats,q05,05,给香港帆船经纪人的报告,report_outline_baseline,mcm/generic_baselines/solutions/2023/C-Boats/q05/solution.py,mcm/generic_baselines/results/2023/C-Boats/q05/result.json,mcm/generic_baselines/reports/2023/C-Boats/q05/report.md,mcm/generic_baselines/artifacts/2023/C-Boats/q05,question_solutions/2023/C-Boats/q05/solution.py
2024-A,2024,A,q01,01,七鳃鳗可变性别比对更大生态系统的影响,evidence_table_baseline,mcm/generic_baselines/solutions/2024/A/q01/solution.py,mcm/generic_baselines/results/2024/A/q01/result.json,mcm/generic_baselines/reports/2024/A/q01/report.md,mcm/generic_baselines/artifacts/2024/A/q01,question_solutions/2024/A/q01/solution.py
2024-A,2024,A,q02,02,七鳃鳗种群的优点和缺点,evidence_table_baseline,mcm/generic_baselines/solutions/2024/A/q02/solution.py,mcm/generic_baselines/results/2024/A/q02/result.json,mcm/generic_baselines/reports/2024/A/q02/report.md,mcm/generic_baselines/artifacts/2024/A/q02,question_solutions/2024/A/q02/solution.py
2024-A,2024,A,q03,03,性别比变化对生态系统稳定性的影响,linear_weighted_score_baseline,mcm/generic_baselines/solutions/2024/A/q03/solution.py,mcm/generic_baselines/results/2024/A/q03/result.json,mcm/generic_baselines/reports/2024/A/q03/report.md,mcm/generic_baselines/artifacts/2024/A/q03,question_solutions/2024/A/q03/solution.py
